0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
143,½ÅÀç¿õ,21S,0.11,8,0,0,0,0,0,0,0,8.1,4,4,37,6,1,0,0,5,0,0,9,1,0,4.32,2.97,1.32,103.9,151,0.11,0.03
144,¹ÚÁÖ¼º,21Å°,0.11,13,0,0,0,0,1,0,0,18.1,11,10,89,24,1,0,1,9,0,2,12,0,1,4.91,4.53,1.8,90.3,96.5,0.11,-0.51
145,ÃÖ½Â¿ë,21µÎ,0.11,15,0,0,2,0,0,0,2,18.1,10,8,83,20,3,1,3,10,0,1,16,0,0,3.93,5.51,1.64,109.8,77.2,0.11,-0.27
146,±èµµ±Ô,21·Ô,0.1,43,0,0,0,2,1,0,5,42,28,27,182,41,5,1,3,22,1,0,39,0,2,5.79,3.9,1.5,78.6,114.2,0.1,0.51
147,ÇÑ½ÂÇõ,21K,0.09,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0,2,4.56,3.42,1.48,97.4,131.4,0.09,-0.33
148,Áö¸í¼º,21K,0.09,3,0,0,0,1,0,0,0,4,1,0,16,1,0,0,0,1,0,1,4,0,0,0,2.83,0.5,,156.7,0.09,0.02
149,ÀüÀ¯¼ö,21K,0.09,11,0,0,0,1,0,0,0,10.2,6,4,46,9,1,0,1,6,0,0,9,0,0,3.38,4.55,1.41,133.1,97.6,0.09,-0.07
150,¹Ú¼±¿ì,21·Ô,0.08,1,0,0,0,0,0,0,0,2,0,0,9,1,0,0,0,0,0,2,1,0,0,0,5.33,0.5,,84.3,0.08,0
151,³ë½ÃÈÆ,21N,0.08,5,0,0,0,0,0,0,0,4.2,2,2,22,4,1,0,1,4,0,0,2,0,0,3.86,7.83,1.71,117.7,57.9,0.08,-0.03
152,¹è¼º±Ù,21·Ô,0.08,2,0,0,0,0,0,0,0,2,0,0,9,2,0,0,0,1,0,0,1,0,0,0,3.83,1.5,,116.2,0.08,0
153,±èÁÖ¿Â,21S,0.07,2,0,0,0,0,0,0,0,2,0,0,10,1,1,0,0,2,0,1,3,0,0,0,4.83,1.5,,94.1,0.07,0
154,ÀÌÀçÀÍ,21»ï,0.07,11,0,0,0,2,0,0,0,10,6,5,51,11,0,0,1,12,1,0,5,0,0,4.5,6.93,2.3,100.3,65.1,0.07,-0.22
155,Á¤µ¿À±,21S,0.07,1,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,1,0,0,0,0,0,0,4.83,1,,92.2,0.07,0
156,Á¤ÁøÈ£,21ÇÑ,0.06,3,0,0,0,0,0,0,0,1.2,0,0,6,1,0,0,0,1,0,0,0,0,0,0,5.13,1.2,,87,0.06,0
157,ÀÌ¿ì¼®,21N,0.06,10,0,0,0,1,0,0,0,9.2,6,6,49,13,4,0,1,7,0,3,8,0,0,5.59,6.13,2.07,81.3,73.5,0.06,0.06
158,¹Ú½ÂÁÖ,21Å°,0.06,3,0,0,0,0,0,0,0,4.1,2,2,18,3,1,0,0,3,0,0,1,0,0,4.15,4.95,1.39,106.7,89.4,0.06,0
159,¹®µ¿¿í,21ÇÑ,0.06,1,0,0,0,0,0,0,0,1.1,0,0,6,1,0,0,0,1,0,0,2,0,0,0,2.58,1.5,,172.9,0.06,0
160,±èÅÂÈÆ,21S,0.05,65,0,0,0,2,4,1,16,58,35,32,269,55,5,0,7,39,3,9,49,1,4,4.97,5.54,1.62,90.4,82.1,0.05,-0.06
161,ÃÖ¼¼Ã¢,21µÎ,0.05,1,0,0,0,0,0,0,0,1.1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,5.58,1.5,,79.4,0.05,0
162,±è¹ü¼ö,21ÇÑ,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1,8,5.22,3.55,1.56,83.9,125.8,0.05,-1.36
163,½ÅÀç¿µ,21S,0.05,20,0,0,1,0,0,0,0,28.1,18,18,124,35,5,1,3,2,0,4,27,0,1,5.72,3.44,1.31,78.5,133.3,0.05,-0.54
164,±è°ÇÅÂ,21N,0.05,6,0,0,0,0,0,0,0,6.2,4,4,29,2,0,0,1,7,0,0,5,0,3,5.4,6.93,1.35,84.1,65.3,0.05,-0.27
165,±èÇöÁØ,21K,0.05,19,0,0,0,0,1,0,2,19.2,13,12,83,15,1,0,4,12,0,0,19,0,0,5.49,5.88,1.37,81,75.4,0.05,-0.24
166,¹Ú¿õ,21µÎ,0.04,10,0,0,0,0,0,0,0,11.2,7,7,49,12,1,1,0,4,0,3,7,0,0,5.4,3.93,1.37,79.9,112.5,0.04,-0.02
167,À±¼ººó,21·Ô,0.04,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,6.33,1,,70.4,0.04,0
168,°íÈ¿ÁØ,21L,0.04,3,0,0,0,0,0,0,0,2.1,1,1,10,3,0,1,0,0,0,0,1,0,0,3.86,2.48,1.29,111.8,180.1,0.04,-0.14
169,ÃßÀçÇö,21·Ô,0.04,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,9.33,2,,47.8,0.04,0
170,±èµµÀ±,21µÎ,0.04,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,-0.67,0,,-651.2,0.04,0
171,Á¶¿µ°Ç,21Å°,0.04,1,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,2,0,0,3,0,0,0,3.33,3,,128.9,0.04,0
172,±è¹Î¼ö,21·Ô,0.03,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,4.33,1,,102.8,0.03,0
173,±èÁø¼ö,21L,0.03,3,0,0,0,0,0,0,0,2.1,1,1,9,2,1,0,0,0,0,0,2,0,0,3.86,1.62,0.86,111.8,276.3,0.03,-0.04
174,¿ÀÀ±¼®,21·Ô,0.03,1,0,0,0,0,0,0,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.33,0,,133.6,0.03,0
175,¹ÚÁøÅÂ,21K,0.02,59,0,0,0,3,3,0,9,65,44,43,305,68,11,0,6,36,0,13,45,0,5,5.95,5.41,1.6,74.7,82.3,0.02,-1.08
176,°¡ºô¸®¿À,21S,0.02,15,0,0,15,6,4,0,0,81.1,54,53,351,88,18,0,7,30,1,6,70,0,3,5.86,4.02,1.45,76.5,113,0.02,-0.68
177,¹®¼ºÇö,21Å°,0.02,4,0,0,0,0,0,0,0,3.1,2,2,18,3,2,0,0,6,0,0,3,0,1,5.4,6.93,2.7,82.1,63.4,0.02,-0.01
178,ÃÖ¹ÎÁØ,21S,0.02,38,0,0,12,3,3,0,4,86,56,56,398,93,17,0,11,50,0,7,62,1,5,5.86,5.54,1.66,76.6,81.9,0.02,-1.71
179,±è°Ç¿ì,21S,0.02,6,0,0,4,0,1,0,0,11,7,6,54,8,1,0,1,12,0,0,7,0,1,4.91,6.51,1.82,91.4,69.2,0.02,-0.1
180,°­ÅÂÀ²,21·Ô,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,3.33,6,,133.6,0.01,0
181,ÃÖÁ¤¿ë,21K,0.01,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3.33,3,,133.6,0.01,0
182,¾ÈÀÎ»ê,21N,0.01,7,0,0,0,0,0,0,0,6.2,5,4,34,3,1,0,0,7,0,3,9,0,3,5.4,5.13,1.5,84.1,87.1,0.01,-0.08
183,¾çÇö,21Å°,0.01,45,0,0,0,1,2,0,5,48,31,25,225,59,11,0,3,26,4,1,22,0,1,4.69,4.67,1.77,94.6,93.4,0.01,-0.52
184,°­ÅÂ°æ,21N,0.01,3,0,0,3,0,1,0,0,12.2,8,8,61,13,3,0,2,10,0,2,10,0,2,5.68,6.65,1.82,79.9,68,0.01,-0.36
185,°­µ¿È£,21·Ô,0,1,0,0,0,0,0,0,0,1.1,1,1,7,1,1,0,0,1,0,1,1,0,1,6.75,6.33,1.5,67.3,70.8,0,0
186,·ù¿ø¼®,21L,0,6,0,0,0,0,0,0,0,6,4,4,28,1,1,0,0,9,0,1,8,0,0,6,5.67,1.67,71.9,78,0,0.04
187,¹®´ë¿ø,21µÎ,0,2,0,0,0,0,0,0,0,1.1,1,1,9,2,0,0,1,2,0,0,1,0,0,6.75,16.08,3,63.9,25.8,0,0
188,ÀÌ½ÂÇå,21·Ô,0,16,0,0,12,0,3,0,0,57.2,39,37,278,65,10,0,2,43,0,7,32,1,11,5.77,5.28,1.87,78.7,84.6,0,-0.93
189,À±»êÈì,21ÇÑ,0,5,0,0,0,0,0,0,0,3,2,2,19,7,0,0,0,2,0,2,2,0,0,6,6,3,73,74.3,0,-0.06
190,¿Àµ¿¿í,21ÇÑ,0,34,0,0,0,0,1,0,2,25,17,15,117,21,9,0,3,16,0,5,13,0,0,5.4,6.37,1.48,81.1,70,0,-0.32
191,±è°Ç±¹,21·Ô,-0.01,13,0,0,0,0,0,0,0,22,16,16,104,27,8,0,3,14,0,0,17,0,2,6.55,5.47,1.86,69.4,81.6,-0.01,0.09
192,¼ÕÁ¤¿í,21N,-0.02,15,0,0,0,1,0,0,0,12.1,9,9,61,17,2,3,1,7,0,0,8,0,1,6.57,4.79,1.95,69.1,94.2,-0.02,-0.45
193,È²À±È£,21K,-0.02,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,3.33,3,,133.6,-0.02,0
194,Á¤ÀÎ¿í,21ÇÑ,-0.02,8,0,0,1,0,0,0,0,9.1,6,5,44,6,1,0,2,10,0,0,6,0,0,4.82,8.05,1.71,90.8,55.4,-0.02,-0.19
195,±è°­¹Î,21S,-0.02,1,0,0,0,0,0,0,0,0.2,1,1,4,1,0,0,1,1,0,0,1,0,0,13.5,24.33,3,33.2,19.1,-0.02,0
196,Á¤¿µÀÏ,21S,-0.03,1,0,0,0,0,0,0,0,2,2,2,9,4,1,0,1,0,0,0,0,0,0,9,9.83,2,49.9,46.7,-0.03,0
197,¿À¼®ÁÖ,21L,-0.03,9,0,0,0,0,0,0,0,8.1,6,6,38,9,1,0,0,6,0,0,7,0,0,6.48,3.81,1.8,66.6,116.4,-0.03,-0.05
198,È«¹Î±â,21·Ô,-0.04,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0,0,27,21.33,6,16.8,20.9,-0.04,-0.01
199,±èµ¿¿í,21Å°,-0.04,3,0,0,0,0,0,0,0,3,3,3,16,7,0,1,2,1,0,0,2,0,0,9,11.67,2.67,49.3,35.7,-0.04,0
200,ÀÌÇü¹ü,21µÎ,-0.04,4,0,0,0,0,0,0,0,2.2,2,0,16,2,0,0,0,5,0,1,2,0,0,0,8.58,2.63,,51.4,-0.04,-0.55
201,ÃÖ¿µÈ¯,21·Ô,-0.05,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.2,5.15,1.7,73.3,86.7,-0.05,-0.58
202,ÀÌÁØ¿µ,21K,-0.05,50,0,0,1,3,2,1,9,35.2,25,22,159,30,5,0,3,19,1,0,26,0,3,5.55,4.48,1.37,80.1,99.1,-0.05,-0.65
203,ÀÌÂùÇõ,21L,-0.06,1,0,0,0,0,0,0,0,1,2,2,6,1,1,0,0,2,0,0,2,0,1,18,5.33,3,24,82.9,-0.06,0
204,È²¿µ±¹,21ÇÑ,-0.06,18,0,0,0,0,2,0,2,14.2,10,9,71,16,1,0,0,10,0,1,15,0,2,5.52,3.54,1.77,79.3,126.2,-0.06,-0.6
205,³ª¿øÅ¹,21·Ô,-0.06,2,0,0,0,0,0,0,0,2,3,3,10,1,0,1,0,3,0,0,3,0,1,13.5,4.83,2,33.7,92.2,-0.06,0
206,Á¶¿äÇÑ,21S,-0.06,6,0,0,0,0,0,0,1,7,6,6,38,10,3,0,0,9,0,0,4,0,0,7.71,6.05,2.71,58.2,73.9,-0.06,-0.23
207,ÀÓÇöÁØ,21»ï,-0.06,27,0,0,0,1,2,0,5,11,8,8,52,11,1,2,0,7,0,4,8,0,0,6.55,4.88,1.64,69,91.3,-0.06,-0.68
208,ÀÌ½ÂÇå,21N,-0.06,5,0,0,0,0,0,0,0,5.1,5,4,27,9,3,0,0,1,0,0,7,0,0,6.75,1.27,1.88,67.3,350,-0.06,-0.03
209,Â÷¿ìÂù,21L,-0.08,5,0,0,5,2,1,0,0,22.1,14,13,99,16,3,0,2,13,0,3,12,0,0,5.24,5.57,1.3,82.3,77.8,-0.08,-0.36
210,½º¹Ì½º,21Å°,-0.08,2,0,0,2,1,0,0,0,10,7,7,43,9,2,0,1,5,0,0,5,0,0,6.3,5.13,1.4,70.4,84.4,-0.08,-0.14
211,À¯ÀçÀ¯,21µÎ,-0.09,4,0,0,0,0,0,0,0,3.1,4,4,19,4,0,0,2,5,0,0,1,0,1,10.8,15.03,2.7,39.9,27.9,-0.09,-0.04
212,º¯½Ã¿ø,21K,-0.09,1,0,0,0,0,0,0,0,0.2,2,2,7,1,0,0,0,3,0,1,0,0,0,27,21.33,6,16.5,21,-0.09,-0.03
213,¼­±Õ,21ÇÑ,-0.09,3,0,0,0,0,0,0,0,1.2,2,2,10,2,0,0,0,0,0,2,0,0,0,10.8,6.93,1.2,40.6,64.1,-0.09,-0.19
214,½ÅÁöÈÄ,21ÇÑ,-0.09,2,0,0,0,0,0,0,0,0.1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,12.33,3,,36.4,-0.09,-0.01
215,ÀÌ»ó±Ô,21L,-0.1,7,0,0,0,0,0,0,0,6,6,6,29,8,2,0,1,2,0,1,4,0,0,9,5.67,1.67,47.9,75.1,-0.1,0.02
216,Á¤¿ìÁØ,21·Ô,-0.1,6,0,0,0,0,0,0,0,5.2,6,6,29,6,2,0,1,5,0,2,4,0,0,9.53,7.92,1.94,47.7,56.5,-0.1,-0.19
217,Á¶¿µ¿ì,21S,-0.1,30,0,0,8,4,8,1,0,66.2,46,42,291,74,10,2,10,26,0,0,48,0,3,5.67,5.01,1.5,79.1,90.8,-0.1,-0.32
218,ÇÏÁØÈ£,21K,-0.11,10,0,0,0,0,0,0,0,12,10,9,56,16,1,1,2,6,0,0,10,0,1,6.75,5.33,1.83,66.5,83.1,-0.11,-0.2
219,³²È£,21µÎ,-0.11,5,0,0,0,0,1,0,0,2.2,3,3,13,3,1,0,0,3,0,0,2,0,0,10.13,5.21,2.25,42.6,85.1,-0.11,-0.15
220,¹Ú¼¼¿õ,21»ï,-0.11,4,0,0,0,0,0,0,0,3,4,3,18,5,0,1,1,3,0,1,2,0,0,9,10.33,2.67,50.2,44.2,-0.11,-0.1
221,¿ÀÇöÅÃ,21·Ô,-0.12,20,0,0,0,0,1,0,1,16.1,13,12,87,28,7,0,2,8,2,1,8,0,0,6.61,5.23,2.2,68.7,85.2,-0.12,-0.8
222,°íºÀÀç,21µÎ,-0.12,1,0,0,0,0,0,0,0,1.1,4,4,8,5,0,0,1,0,0,0,0,0,0,27,13.08,3.75,16,31.3,-0.12,0
223,¹ÚÁÖÈ«,21ÇÑ,-0.12,2,0,0,1,1,1,0,0,3,4,4,18,2,0,0,0,9,0,0,3,0,1,12,10.33,3.67,36.5,43.4,-0.12,-0.22
224,À¯¿ø»ó,21K,-0.12,11,0,0,0,1,1,0,1,13,10,9,60,15,2,0,0,6,0,0,13,0,3,6.23,2.72,1.62,72.1,164.4,-0.12,-0.08
225,±èÅÂÇü,21L,-0.12,2,0,0,0,0,0,0,0,1,3,3,6,0,0,0,0,2,0,1,1,0,0,27,10.33,2,16,42.6,-0.12,0.01
226,°­Áö±¤,21S,-0.13,1,0,0,0,0,0,0,0,1,4,4,10,3,0,0,0,4,0,0,1,0,0,36,13.33,7,12.5,33.5,-0.13,0
227,³²Áö¹Î,21ÇÑ,-0.13,3,0,0,3,0,1,0,0,7.1,6,6,41,9,2,0,1,7,0,3,3,0,0,7.36,8.38,2.18,59.5,53.2,-0.13,-0.24
228,ÀÌ¿ëÁØ,21N,-0.13,2,0,0,0,0,0,0,0,1.2,4,4,12,3,0,0,0,4,0,0,1,0,2,21.6,9.33,4.2,21,48.4,-0.13,-0.02
229,Àå¿õÁ¤,21ÇÑ,-0.13,4,0,0,0,0,0,0,0,7.1,8,8,38,15,4,0,4,2,0,0,4,0,1,9.82,10.15,2.32,44.6,43.9,-0.13,-0.09
230,°­°æÇÐ,21ÇÑ,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0,0,54,16.83,7.5,8.1,26.6,-0.14,0
231,ÀÌÃ¤È£,21S,-0.14,3,0,0,0,0,0,0,0,5,7,4,27,8,0,0,2,3,0,0,3,0,1,7.2,9.13,2.2,62.3,50.2,-0.14,-0.01
232,±è¼¼Çö,21S,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1,0,10.38,5.18,3.69,43.2,86.9,-0.14,-0.05
233,Á¤¼ºÁ¾,21·Ô,-0.14,12,0,0,0,0,0,0,0,12,12,11,65,19,1,0,2,8,0,1,4,0,2,8.25,7.08,2.25,55.1,63.1,-0.14,-0.1
234,±èµ¿¿ì,21·Ô,-0.15,5,0,0,0,0,0,0,0,5,7,6,30,10,0,0,1,5,0,0,3,0,2,10.8,7.73,3,42.1,57.8,-0.15,-0.02
235,Â÷¸íÁø,21K,-0.16,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0,0,7.59,7.36,2.34,58.6,60.5,-0.16,-0.41
236,ÀÓ±Ôºó,21Å°,-0.16,5,0,0,0,0,0,0,0,8.2,10,10,43,13,6,0,3,4,0,0,6,0,0,10.38,7.83,1.96,42.7,53.9,-0.16,0
237,¾çÃ¢¼·,21»ï,-0.16,9,0,0,0,1,1,0,1,15,11,11,73,21,5,0,3,8,0,0,13,0,1,6.6,5.8,1.93,68.4,78.7,-0.16,-0.4
238,ÃÖµ¿È¯,21L,-0.16,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0,0,9.53,5.8,1.77,45.3,76.1,-0.16,0
239,ÀÌ»óµ¿,21K,-0.17,6,0,0,0,0,1,0,1,6.1,6,6,29,7,0,0,0,3,0,0,5,0,1,8.53,3.18,1.58,52.7,140.4,-0.17,-0.28
240,¹ÚÀç¹Î,21·Ô,-0.17,5,0,0,0,0,0,0,0,2.2,5,5,13,3,1,0,1,2,0,0,2,0,0,16.88,8.96,1.88,26.9,49.9,-0.17,-0.03
241,±èÀ¯¿µ,21·Ô,-0.17,26,0,0,0,1,0,0,0,18.2,16,15,92,21,4,0,1,14,0,2,17,0,2,7.23,4.78,1.88,62.8,93.4,-0.17,-0.11
242,±èÅÂÇö,21N,-0.18,6,0,0,0,0,0,0,0,5.1,8,7,32,5,0,0,0,7,0,4,3,0,3,11.81,8.4,2.25,38.4,53.2,-0.18,-0.04
243,ÀÌÁ¾¹Î,21Å°,-0.18,2,0,0,0,0,0,0,0,2.1,6,6,17,4,0,0,1,7,0,0,3,0,0,23.14,15.33,4.71,19.2,28,-0.18,-0.01
244,ÀÌÁ¤Çö,21K,-0.19,2,0,0,1,0,1,0,0,8.2,9,9,38,12,3,0,3,5,0,0,1,0,0,9.35,9.33,1.96,48.1,47.3,-0.19,-0.33
245,±èÁøÈ£,21N,-0.19,1,0,0,1,0,1,0,0,1,3,3,7,2,0,0,0,3,0,0,1,0,1,27,10.33,5,16.8,43.8,-0.19,-0.23
246,¾ç¼±·ü,21S,-0.19,1,0,0,1,0,1,0,0,1,3,3,10,3,0,0,0,3,0,1,1,0,1,27,13.33,6,16.6,33.8,-0.19,-0.28
247,ÇÑ½ÂÇõ,21·Ô,-0.19,7,0,0,0,0,0,0,0,4,6,6,25,6,1,0,1,5,0,1,5,0,2,13.5,8.58,2.75,33.7,52.1,-0.19,-0.21
248,±èÃ¢ÈÆ,21·Ô,-0.2,6,0,0,0,0,0,0,0,8,10,10,41,13,4,0,1,6,0,0,6,0,0,11.25,5.71,2.38,40.4,78.2,-0.2,0.1
249,±è±âÅ¹,21ÇÑ,-0.21,19,0,0,0,0,0,0,4,12.1,10,8,58,14,4,1,0,7,0,1,12,0,0,5.84,3.33,1.7,75,133.8,-0.21,-0.31
250,¼ÒÀÌÇö,21N,-0.21,10,0,0,0,0,0,0,0,10.2,12,8,59,13,3,0,1,12,0,0,10,0,1,6.75,6.05,2.34,67.3,74.8,-0.21,-0.22
251,ÀÌ±³ÈÆ,21µÎ,-0.21,11,0,0,0,0,0,0,0,8.1,10,10,43,13,3,0,2,3,0,1,8,0,0,10.8,5.97,1.92,39.9,70.2,-0.21,-0.06
252,¹ÚÁøÇü,21·Ô,-0.22,22,0,0,0,2,1,0,0,16,14,14,81,25,6,2,1,10,1,0,23,0,0,7.88,2.96,2.19,57.7,150.5,-0.22,-0.43
253,³ª±Õ¾È,21·Ô,-0.22,23,0,0,7,1,2,1,1,46.1,36,33,223,62,13,0,4,24,0,0,27,1,1,6.41,4.84,1.86,70.9,92.1,-0.22,-0.74
254,ÇÑÂ÷Çö,21K,-0.22,3,0,0,0,0,0,0,0,3.2,8,8,23,10,0,0,3,2,0,0,3,0,0,19.64,13.97,3.27,22.9,31.6,-0.22,0
255,¹ÚÁ¾±â,21µÎ,-0.22,22,0,0,5,0,4,0,0,59.2,42,38,274,69,10,1,3,29,0,3,33,0,3,5.73,4.49,1.64,75.3,97.3,-0.22,-1.66
256,¹ÚÁØÇ¥,21K,-0.22,32,0,0,0,2,4,0,4,32,24,21,158,42,9,1,3,17,0,9,18,0,0,5.91,5.86,1.84,75.3,75.9,-0.22,-1.48
257,±è¹Î±Ô,21µÎ,-0.22,31,0,0,6,2,3,0,1,56.1,40,38,262,64,10,0,9,28,0,4,39,0,3,6.07,5.73,1.63,71,74.4,-0.22,-0.67
258,Á¶º´Çö,21S,-0.22,3,0,0,3,0,0,0,0,6.2,7,6,33,7,3,0,1,5,0,1,8,0,1,8.1,5.58,1.8,55.4,81.8,-0.22,-0.45
259,Àå¿øÁØ,21µÎ,-0.25,32,0,0,0,0,1,1,4,18.2,15,14,95,20,3,0,1,18,0,2,8,0,1,6.75,6.39,2.04,63.9,68.5,-0.25,-0.3
260,ÇãÀ±µ¿,21»ï,-0.25,1,0,0,1,0,1,0,0,3.2,6,5,22,8,2,0,1,1,0,1,3,0,0,12.27,6.88,2.46,36.8,66.8,-0.25,-0.38
261,Á¤¼ö¹Î,21S,-0.26,10,0,0,7,1,2,0,0,30.1,24,23,151,34,5,1,6,27,1,1,22,0,1,6.82,7.12,2.01,65.8,63.8,-0.26,-0.59
262,±¸ÁØ¹ü,21»ï,-0.27,1,0,0,1,0,0,0,0,2,5,5,12,2,0,0,2,3,0,1,1,0,0,22.5,21.33,2.5,20.1,21.7,-0.27,-0.37
263,ÀÌ¿µÇÏ,21µÎ,-0.28,35,0,0,11,5,6,1,2,78.2,58,55,364,81,18,0,9,57,0,1,53,0,7,6.29,5.68,1.75,68.5,75.8,-0.28,-1.63
264,ÀÌ¿ìÂù,21L,-0.28,15,0,0,5,0,1,0,0,34,25,21,161,36,3,1,3,25,0,1,27,0,0,5.56,5.19,1.79,77.6,83.5,-0.28,-0.54
265,±è´ëÇö,21L,-0.28,4,0,0,0,0,0,0,0,3.2,8,5,23,7,4,0,2,3,0,1,4,0,1,12.27,11.51,2.73,35.1,36.1,-0.28,-0.06
266,°í¿µÃ¢,21K,-0.28,24,0,0,0,0,2,0,6,23.1,19,15,108,30,6,0,0,10,0,2,6,0,0,5.79,4.36,1.71,76.9,102.5,-0.28,-0.44
267,±è¼ºÁø,21Å°,-0.29,45,0,0,0,1,3,0,2,40.2,30,24,185,40,13,0,4,23,2,0,29,0,3,5.31,4.73,1.55,83.5,91.2,-0.29,-1.01
268,¼­´ö¿ø,21K,-0.29,24,0,0,0,1,0,0,1,32.2,28,27,148,36,8,1,7,14,0,0,24,0,5,7.44,5.94,1.53,59.8,74.4,-0.29,-0.82
269,Á¤¿ì¶÷,21ÇÑ,-0.3,50,0,0,0,1,4,15,1,44.2,29,28,199,47,5,0,5,20,2,5,32,0,0,5.64,4.9,1.5,77.6,91,-0.3,-1.27
270,±èÀ±¼ö,21»ï,-0.33,20,0,0,1,0,0,0,1,19,18,14,101,25,5,0,2,17,0,1,25,0,4,6.63,4.91,2.21,68.1,91.6,-0.33,-0.65
271,±èÁ¤ÀÎ,21Å°,-0.33,11,0,0,6,1,2,0,0,31.2,26,25,151,34,6,1,6,18,0,2,21,0,2,7.11,6.36,1.64,62.4,67.4,-0.33,-0.79
272,°­À±±¸,21N·Ô,-0.33,22,0,0,1,0,1,0,3,16,15,15,79,21,4,0,3,14,1,1,15,0,0,8.44,6.52,2.19,53.9,68.6,-0.33,-0.91
273,³²ÀçÇö,21K,-0.34,5,0,0,1,0,1,0,1,8,13,13,44,10,2,0,2,10,0,0,5,0,1,14.63,9.08,2.5,30.4,48.8,-0.34,0.04
274,¹Ú°üÁø,21Å°,-0.37,2,0,0,0,0,0,0,0,0.2,9,6,12,5,1,0,0,3,0,1,0,0,0,81,21.33,12,5.5,20.8,-0.37,-0.05
275,°­µ¿¿¬,21N,-0.37,12,0,0,3,3,2,0,1,23,21,20,109,25,4,1,4,14,0,0,14,0,3,7.83,6.2,1.7,58,73.1,-0.37,-1.28
276,Á¶Á¦¿µ,21µÎ,-0.38,6,0,0,1,0,1,0,0,10.2,13,13,60,18,3,0,1,10,1,1,5,0,1,10.97,6.43,2.63,39.3,67.5,-0.38,-0.43
277,±è´ë¿ì,21»ï,-0.39,31,0,0,4,0,2,0,1,51,39,36,234,68,18,0,7,15,1,2,27,0,1,6.35,5,1.63,71,91,-0.39,-1.41
278,ÇöµµÈÆ,21µÎ,-0.4,5,0,0,2,0,0,0,0,8.2,12,12,46,9,1,0,1,13,0,0,9,0,1,12.46,7.26,2.54,34.6,59.7,-0.4,-0.29
279,ÃÖ¿ëÁØ,21K,-0.4,3,0,0,2,0,1,0,0,6.1,10,10,39,11,4,1,3,7,0,1,6,0,0,14.21,11.39,2.84,31.3,38.7,-0.4,-0.41
280,ÀÌ½ÂÀç,21K,-0.41,25,0,0,0,2,1,0,5,24,20,20,118,26,2,0,5,18,0,3,17,1,3,7.5,7.25,1.83,59.3,61.1,-0.41,-0.49
281,ÀÌÃæÈ£,21ÇÑ,-0.43,17,0,0,0,1,0,0,0,16.1,17,14,85,20,2,2,1,13,0,3,11,0,0,7.71,5.72,2.02,56.8,78,-0.43,-0.38
282,ÀÌ°­ÁØ,21K·Ô,-0.43,15,0,0,0,1,0,0,0,8.1,11,10,48,11,1,0,1,12,0,3,4,0,2,10.8,9.33,2.76,41.9,47.7,-0.43,-0.3
283,ÀåÇÊÁØ,21»ï,-0.43,41,0,0,0,0,0,0,2,34.2,30,28,174,46,8,1,4,27,1,1,24,0,4,7.27,5.78,2.11,62.1,78.1,-0.43,-0.68
284,ÀÌ½ÂÇö,21»ï,-0.45,21,0,0,0,1,1,0,1,17,18,18,86,30,5,1,6,8,0,0,7,0,1,9.53,8.51,2.24,47.4,54.1,-0.45,-0.49
285,±èÀÌÈ¯,21ÇÑ,-0.46,14,0,0,5,0,1,0,0,26,22,22,132,32,5,0,2,22,0,4,13,0,1,7.62,6.33,2.08,57.5,70.5,-0.46,-0.5
286,¹ÚÁ¤¼ö,21NµÎ,-0.49,12,0,0,5,3,3,0,0,30.1,27,25,143,38,9,0,5,14,0,3,26,0,2,7.42,5.44,1.71,59.8,80.9,-0.49,-1.02
287,±è¼±±â,21Å°,-0.5,21,0,0,7,3,2,0,0,48.1,38,35,224,53,12,0,5,22,0,7,25,1,4,6.52,5.44,1.55,68,79.8,-0.5,-1.4
