0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
161,임현준,20삼,0,51,0,0,0,1,1,0,5,25.1,7,5,109,24,3,0,2,7,1,6,18,0,1,1.78,4.58,1.22,276.1,106.2,0,0.42
162,박주홍,20한,0,11,0,0,5,0,5,0,0,24.2,24,23,117,30,6,0,5,16,0,0,19,0,2,8.39,6.6,1.87,56.3,72.7,0,-1.37
163,박희수,20S,0,28,0,0,0,0,1,0,0,24.2,16,15,112,28,6,0,4,10,1,0,26,0,2,5.47,4.65,1.54,88.1,105.7,0,-0.21
164,송승준,20롯,0,22,0,0,1,2,2,0,1,24.2,17,17,119,30,5,2,2,14,2,3,25,0,3,6.2,4.41,1.78,78.5,108.6,0,-1.18
165,강동연,20N,0,22,0,0,0,1,2,0,1,24,17,16,106,27,6,0,3,11,1,1,17,0,0,6,5.14,1.58,81.4,94.3,0,-0.62
166,김성민,20키,0,25,0,0,0,1,0,0,0,23.2,19,17,112,28,6,0,3,12,2,3,21,0,1,6.46,5.08,1.69,73,91.1,0,-0.77
167,이준영,20K,0,48,0,0,0,0,2,0,13,23.2,14,14,113,31,5,1,1,13,0,0,22,0,3,5.32,3.89,1.86,90.2,123.9,0,-0.43
168,정영일,20S,0,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,6.56,7.11,1.8,73.6,69.2,0,-0.45
169,양기현,20키,0,24,0,0,0,0,1,0,1,23.1,10,10,99,24,3,0,3,10,1,1,12,0,2,3.86,5.48,1.46,122.3,84.6,0,0.11
170,송윤준,20한,0,26,0,0,0,0,0,0,1,23,11,11,106,23,7,0,1,13,0,1,16,0,3,4.3,4.56,1.57,109.8,105.2,0,-0.22
171,김택형,20S,0,31,0,0,0,1,3,0,3,23,26,22,114,26,2,1,5,20,1,0,22,0,6,8.61,6.95,2,56,70.5,0,-0.69
172,김선기,20키,0,25,0,0,0,0,0,0,3,22,8,5,92,17,3,0,1,8,0,4,11,0,4,2.05,4.78,1.14,230.7,98.7,0,0.21
173,강윤구,20N,0,30,0,0,0,1,1,0,3,21,16,16,103,31,7,0,3,11,0,0,15,0,2,6.86,5.56,2,71.3,87.3,0,-0.63
174,손동현,20K,0,23,0,0,0,0,0,0,1,20.1,14,12,91,21,5,0,5,10,1,0,12,0,3,5.31,6.9,1.53,90.5,68.7,0,-0.06
175,심창민,20삼,0,23,0,0,0,2,2,0,3,20.1,20,17,98,18,0,1,3,18,0,2,21,0,4,7.52,6.36,1.77,65.2,76.8,0,-0.22
176,황영국,20한,0,21,0,0,0,0,0,0,4,19.1,22,22,101,29,4,0,3,14,1,2,17,0,3,10.24,6.14,2.22,46.2,78,0,-0.23
177,이원준,20S,0,17,0,0,0,0,1,0,0,19.1,17,16,100,28,5,2,3,16,2,0,17,0,7,7.45,5.99,2.28,64.8,81.5,0,-0.61
178,신재웅,20S,0,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,9.31,7.95,2.07,51.8,61.6,0,-0.1
179,박진태,20K,0,12,0,0,0,0,0,0,0,18.2,27,27,105,32,7,0,9,16,0,4,14,0,0,13.02,11.54,2.57,36.9,41.4,0,-0.11
180,윤성환,20삼,0,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,5.79,5.38,1.61,84.8,89.1,0,-0.39
181,오주원,20키,0,25,0,0,0,3,1,0,2,18.1,12,11,78,22,2,0,6,0,0,0,13,1,0,5.4,6.39,1.2,87.4,70.6,0,-0.24
182,남호,20L,0,6,0,0,3,0,0,0,0,18.1,9,8,82,13,3,1,1,12,0,1,14,0,0,3.93,4.87,1.36,117.8,96.1,0,-0.16
183,문동욱,20한,0,19,0,0,0,0,1,1,1,18,10,9,83,12,2,0,2,17,1,2,9,0,2,4.5,7,1.61,105.1,68.5,0,-0.07
184,김재열,20K,0,14,0,0,0,0,1,0,2,17.1,16,14,89,23,6,0,3,12,1,3,13,0,0,7.27,6.73,2.02,66,71,0,0
185,권오준,20삼,0,17,0,0,0,0,2,0,1,16,18,15,72,22,3,1,3,3,0,0,10,0,0,8.44,5.31,1.56,58.1,93,0,-0.41
186,정수민,20S,0,3,0,0,3,1,0,0,0,15.2,2,2,61,11,4,0,0,5,0,0,11,0,0,1.15,3.11,1.02,419.8,154.1,0,0.56
187,남재현,20K,0,8,0,0,0,0,0,0,0,15.2,12,7,79,20,5,1,1,11,0,1,8,0,0,4.02,5.66,1.98,119.4,84.7,0,-0.16
188,고효준,20롯,0,24,0,0,0,1,0,0,0,15.2,10,10,77,14,3,0,3,11,0,3,11,0,1,5.74,7.32,1.6,84.8,65.5,0,-0.46
189,김명신,20두,0,16,0,0,0,0,1,0,0,15.1,6,6,72,20,4,0,3,4,0,3,11,0,0,3.52,6.03,1.57,131.5,75.4,0,0.19
190,이현호,20한,0,16,0,0,0,0,2,0,0,15.1,12,11,75,18,0,0,4,10,0,1,15,1,3,6.46,7.14,1.83,73.2,67.1,0,-0.84
191,문성현,20키,0,10,0,0,2,1,1,0,0,15,7,7,63,13,1,0,1,11,0,0,13,0,0,4.2,4.89,1.6,112.3,95.6,0,0.03
192,홍성무,20N,0,11,0,0,0,0,0,1,0,15,22,21,82,21,3,0,3,13,0,1,12,0,1,12.6,7.36,2.27,38.8,66,0,-0.12
193,이상화,20K,0,18,0,0,0,1,1,0,1,15,9,9,65,11,2,0,2,10,2,0,7,0,1,5.4,5.96,1.4,89,79.8,0,-0.12
194,김현준,20K,0,15,0,0,0,1,0,0,1,14.1,20,20,76,20,5,2,2,13,1,1,12,0,0,12.56,6.42,2.3,38.2,74.5,0,0.14
195,이상민,20삼,0,17,0,0,1,0,1,0,1,14,10,10,69,17,2,0,4,11,1,1,13,0,2,6.43,7.77,2,76.3,63.7,0,-0.62
196,권휘,20두,0,14,0,0,0,0,1,0,1,13.2,8,8,63,16,2,0,1,6,0,2,10,0,2,5.27,4.8,1.61,87.9,96.9,0,-0.47
197,배민서,20N,0,13,0,0,0,0,0,0,0,13.1,12,11,64,17,3,0,4,7,0,0,9,0,0,7.43,7.68,1.8,65.8,63.6,0,-0.03
198,하재훈,20S,0,15,0,0,0,1,1,4,0,13,13,11,66,19,3,0,2,8,0,0,10,0,1,7.62,5.86,2.08,63.3,83.2,0,-2.12
199,서덕원,20K,0,11,0,0,0,0,0,0,0,12.2,12,12,59,14,2,0,5,4,0,3,6,0,1,8.53,9.4,1.42,56.3,50.7,0,-0.03
200,소이현,20N,0,13,0,0,0,0,0,0,0,12.1,9,9,59,8,2,0,1,14,0,1,8,0,1,6.57,6.96,1.78,74.4,69.3,0,-0.1
201,신정락,20한,0,16,0,0,0,0,1,0,0,12,12,12,57,15,3,1,2,7,0,2,14,0,2,9,5.64,1.83,52.5,84.9,0,-0.23
202,손정욱,20N,0,16,0,0,0,0,0,0,0,12,8,7,58,16,2,0,1,5,0,1,5,0,0,5.25,5.31,1.75,93.1,90.9,0,0.14
203,강동호,20롯,0,7,0,0,0,1,0,0,0,11,9,9,51,13,1,0,3,6,0,0,8,0,0,7.36,7.28,1.73,66.2,66.1,0,0.09
204,킹엄,20S,0,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,6.75,4.77,1.88,71.5,101.6,0,-0.55
205,김진호,20N,0,3,0,0,3,0,1,0,0,10.1,10,10,54,14,0,0,5,8,0,1,7,0,1,8.71,11.1,2.13,56.1,44.1,0,-0.55
206,최영환,20롯,0,6,0,0,1,0,1,0,0,10,11,7,53,19,3,0,4,3,0,1,7,0,1,6.3,8.56,2.2,77.3,56.4,0,-0.47
207,오동욱,20한,0,4,0,0,1,0,1,0,0,10,19,15,60,22,4,0,3,7,0,2,5,0,0,13.5,9.16,2.9,35,52.4,0,-0.39
208,오원석,20S,0,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.3,93.5,0,-0.21
209,임준섭,20한,0,10,0,0,1,0,2,0,1,8.2,13,13,49,18,5,0,1,6,0,0,6,0,1,13.5,5.75,2.77,35,83.5,0,-0.28
210,김동혁,20키,0,8,0,0,0,0,1,0,0,8.2,5,5,36,8,1,1,1,1,0,1,6,0,1,5.19,4.36,1.04,90.9,106.2,0,-0.12
211,김명찬,20K,0,21,0,0,0,0,1,0,1,8.2,7,6,54,13,3,0,2,12,0,2,11,0,4,6.23,8.86,2.89,77,54.2,0,-1.53
212,류희운,20K,0,7,0,0,0,0,1,0,0,8.1,10,10,41,14,4,0,1,4,0,0,7,0,1,10.8,4.88,2.16,44.5,97.6,0,-0.4
213,서동민,20S,0,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,5.4,6.44,1.68,89.3,76.4,0,-0.01
214,이창재,20K,0,10,0,0,0,0,0,0,1,8,6,5,38,10,3,0,0,4,0,0,7,0,0,5.63,3.31,1.75,85.4,145.2,0,0.09
215,권혁,20두,0,15,0,0,0,2,2,0,2,7.2,9,8,38,11,1,1,0,4,0,0,7,0,1,9.39,3.3,1.96,49.3,144.1,0,-0.14
216,장웅정,20한,0,2,0,0,2,0,1,0,0,7.2,3,3,35,7,1,0,0,6,0,0,5,0,1,3.52,4.6,1.7,134.3,104.3,0,0.09
217,김유영,20롯,0,12,0,0,0,0,0,0,0,7.1,4,4,31,4,0,0,0,7,2,0,5,0,1,4.91,4.24,1.5,99.2,112.5,0,-0.22
218,서균,20한,0,7,0,0,0,0,0,0,0,7.1,0,0,34,7,0,0,0,6,0,1,1,0,0,0,6.15,1.77,,78,0,-0.03
219,김기탁,20한,0,5,0,0,0,0,0,0,0,7,10,7,40,13,4,0,1,5,0,0,3,0,0,9,6.7,2.57,52.5,71.6,0,-0.03
220,한승혁,20롯,0,9,0,0,0,1,0,0,0,7,4,4,31,8,1,0,0,4,0,0,3,0,0,5.14,4.41,1.71,94.7,108.1,0,0
221,양창섭,20삼,0,7,0,0,0,0,0,0,0,6.2,2,2,29,6,1,0,1,3,1,0,4,0,0,2.7,5.21,1.35,181.7,94.7,0,0.22
222,윤호솔,20한,0,6,0,0,0,0,1,0,0,6,8,7,32,8,3,0,2,6,1,0,4,0,1,10.5,9.06,2.33,45,53,0,-0.39
223,이상동,20K,0,5,0,0,0,0,0,0,0,6,6,6,30,11,5,0,0,3,0,0,3,0,1,9,4.06,2.33,53.4,117.9,0,-0.03
224,조제영,20두,0,4,0,0,1,0,1,0,0,6,7,7,31,6,1,0,1,7,0,1,6,0,1,10.5,7.72,2.17,44.1,59.7,0,-0.4
225,이강준,20K,0,4,0,0,0,0,0,0,0,5.2,4,4,33,9,1,1,1,5,0,3,3,0,0,6.35,9.03,2.47,75.6,52.3,0,-0.05
226,장원준,20두,0,2,0,0,2,0,1,0,0,5.2,8,8,30,9,2,0,1,6,0,0,2,0,0,12.71,8.32,2.65,36.5,55.5,0,-0.5
227,문대원,20두,0,4,0,0,0,0,0,0,0,5.2,9,6,30,12,3,0,2,2,0,0,0,0,0,9.53,9.2,2.47,48.6,49.1,0,-0.12
228,정인욱,20삼,0,5,0,0,0,0,0,0,0,5.1,5,5,26,5,0,0,1,4,0,1,3,0,0,8.44,7.68,1.69,58.1,63.7,0,-0.01
229,변시원,20K,0,4,0,0,0,1,0,0,0,5,4,2,25,8,1,0,0,3,0,0,1,0,0,3.6,4.96,2.2,133.3,96.7,0,0.01
230,신재영,20키,0,7,0,0,0,0,0,0,0,5,8,7,34,13,4,1,2,4,0,0,1,0,0,12.6,10.76,3.4,37.4,42.6,0,-0.49
231,이우찬,20L,0,4,0,0,1,0,0,0,0,4.2,6,6,30,9,2,0,1,7,0,2,4,0,0,11.57,10.41,3.43,40,44.2,0,-0.03
232,류원석,20L,0,4,0,0,1,0,1,0,0,4.2,14,6,37,8,3,0,1,11,0,4,5,0,0,11.57,13.84,4.07,40,33.5,0,-0.45
233,이호중,20N,0,4,0,0,0,0,0,0,0,4.1,3,3,23,7,0,0,1,2,0,1,3,0,0,6.23,7.25,2.08,78.4,67.1,0,-0.03
234,성재헌,20L,0,4,0,0,0,0,0,0,0,4.1,2,2,20,6,1,0,0,1,0,1,1,0,0,4.15,4.48,1.62,111.4,106,0,0.06
235,이교훈,20두,0,5,0,0,0,0,0,0,0,4.1,6,5,24,6,2,0,1,4,0,0,3,0,1,10.38,7.94,2.31,44.6,57.6,0,-0.05
236,문광은,20L,0,4,0,0,0,0,0,0,0,4,5,5,21,7,3,1,1,2,0,0,4,0,0,11.25,6.31,2.25,41.1,71.5,0,0
237,황인준,20K,0,3,0,0,0,0,0,0,0,4,2,2,18,6,1,0,1,2,0,0,1,0,0,4.5,7.81,2,106.7,61.1,0,0
238,윤규진,20한,0,2,0,0,0,0,0,0,0,3.2,5,3,19,7,0,0,1,1,0,0,4,0,0,7.36,5.74,2.18,64.2,83.6,0,-0.05
239,박승주,20키,0,5,0,0,0,0,1,0,0,3.2,8,8,25,10,1,0,0,5,0,0,3,0,0,19.64,6.01,4.09,24,78.8,0,-0.22
240,강지광,20S,0,6,0,0,0,0,0,0,0,3.2,3,2,20,7,0,0,1,1,0,0,4,0,0,4.91,5.74,2.18,98.3,86.4,0,-0.24
241,김지용,20L,0,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,14.73,6.56,1.91,31.4,68.6,0,0.01
242,이찬혁,20L,0,4,0,0,0,0,0,0,0,3.1,2,2,17,4,0,0,1,3,0,1,1,0,1,5.4,10.46,2.1,85.7,43.7,0,0
243,이주엽,20두,0,4,0,0,0,0,0,0,0,3.1,3,3,19,3,1,0,0,7,0,0,2,0,1,8.1,8.66,3,57.2,54.6,0,-0.01
244,김정후,20키,0,4,0,0,0,0,0,0,0,3,4,4,20,7,0,0,1,4,0,0,3,0,0,12,9.89,3.67,39.3,46.4,0,-0.19
245,최세창,20두,0,3,0,0,0,0,0,0,0,3,2,1,15,5,0,0,1,0,0,0,1,0,0,3,7.22,1.67,154.4,62,0,-0.01
246,박신지,20두,0,2,0,0,0,0,0,0,0,3,6,6,18,9,3,1,0,1,0,0,3,0,1,18,2.56,3.33,25.7,186.1,0,0
247,류진욱,20N,0,3,0,0,0,0,0,0,0,3,2,2,14,4,1,0,1,1,0,0,3,0,0,6,6.89,1.67,81.4,71.2,0,0.05
248,윤희상,20S,0,4,0,0,1,0,0,0,0,3,1,1,11,1,0,0,0,2,0,0,2,0,0,3,4.22,1,160.8,113.4,0,-0.03
249,김성훈,20K,0,3,0,0,0,0,0,0,0,3,1,1,13,1,0,0,0,4,0,0,3,0,0,3,5.56,1.67,160.2,86,0,-0.01
250,정대현,20키,0,1,0,0,1,0,0,0,0,2.2,3,3,13,5,1,0,1,0,0,0,3,0,0,10.13,6.18,1.88,46.6,72.2,0,-0.16
251,금민철,20K,0,3,0,0,0,0,0,0,0,2.1,4,4,15,6,1,0,0,1,0,2,2,0,0,15.43,5.7,3,31.1,82.3,0,-0.13
252,김대유,20L,0,3,0,0,0,0,0,0,0,2.1,6,6,14,5,1,0,0,1,0,1,1,0,0,23.14,5.27,2.57,20,89.7,0,-0.04
253,이승헌,20N,0,3,0,0,0,0,0,0,0,2,2,2,11,3,0,0,1,1,0,1,2,0,0,9,11.06,2,54.3,44.3,0,-0.05
254,김찬호,20S,0,3,0,0,0,0,0,0,0,2,6,6,14,5,0,0,1,4,0,0,1,0,0,27,15.06,4.5,17.9,32.5,0,-0.02
255,이선우,20K,0,2,0,0,0,0,0,0,0,2,3,3,13,6,1,0,1,1,0,0,1,0,0,13.5,10.56,3.5,35.6,44.6,0,-0.07
256,박주성,20키,0,3,0,0,0,0,0,0,0,2,1,1,11,2,0,0,0,3,0,0,1,0,0,4.5,7.06,2.5,104.9,67.2,0,0.01
257,정태승,20롯,0,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,21.6,13.76,3.6,22.6,35,0,-0.11
258,정용운,20L,0,3,0,0,0,0,0,0,0,1.2,3,3,9,3,1,0,0,1,0,0,3,0,0,16.2,1.76,2.4,28.6,269.2,0,0
259,한승주,20한,0,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,16.2,12.56,3,29.2,38.2,0,-0.22
260,김태현,20N,0,2,0,0,0,0,0,0,0,1.1,2,1,10,2,1,0,0,4,0,0,1,0,1,6.75,11.06,4.5,72.4,43.5,0,0
261,황동재,20삼,0,1,0,0,0,0,0,0,0,1.1,8,8,16,8,2,0,1,4,0,0,3,0,0,54,17.81,9,9.1,27.9,0,-0.33
262,백청훈,20L,0,2,0,0,0,0,0,0,0,1.1,3,3,8,4,1,0,1,0,0,0,0,0,0,20.25,13.31,3,22.9,33.1,0,-0.01
263,양선률,20S,0,1,0,0,0,0,0,0,0,1,1,1,5,1,0,0,1,2,0,0,0,0,0,9,22.56,3,53.6,21.8,0,-0.01
264,한선태,20L,0,1,0,0,0,0,0,0,0,1,2,2,7,3,0,0,0,2,0,0,0,0,1,18,9.56,5,25.7,49.5,0,0
265,홍원표,20삼,0,1,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,1,0,1,0,0,1,0,9.56,2,,50.4,0,0
266,김승범,20K,0,1,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0,2,0,0,0,0,1,9,9.56,3,53.3,50.2,0,0
267,김정인,20키,0,2,0,0,0,0,0,0,0,1,6,6,12,6,3,0,0,3,0,0,1,0,0,54,10.56,9,8.7,44.8,0,-0.07
268,안인산,20N,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.56,0,,134.3,0,0.03
269,김태경,20N,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,4.56,1,,105.4,0,0.04
270,노시환,20한,0,1,0,0,0,0,0,0,0,1,2,2,5,1,0,0,1,0,0,1,0,0,0,18,19.56,1,26.3,24.6,0,0
271,차재용,20키,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.56,0,,134.3,0,0.01
272,윤강민,20S,0,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,67.5,9.56,7.5,7.1,51.3,0,-0.01
273,이재익,20삼,0,4,0,0,0,0,0,0,0,0.2,11,10,13,8,3,0,2,2,0,0,1,0,0,135,48.56,15,3.6,10.4,0,-0.04
274,박명현,20롯,0,2,0,0,0,0,0,0,0,0.2,2,2,6,3,1,0,0,1,0,0,0,0,1,27,8.06,6,18,59.2,0,-0.02
275,안현준,20K,0,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,2,0,0,0,0,1,108,21.56,12,4.4,22,0,0
276,박세진,20K,0,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,1,0,1,0,0,0,108,21.56,9,4.4,21.7,0,-0.01
277,황윤호,20K,0,1,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.56,0,,134.3,0,0
278,박관진,20키,0,1,0,0,0,0,1,0,0,0.1,1,1,3,1,0,0,0,1,0,0,1,0,0,27,6.56,6,17.5,71.3,0,-0.36
279,차명진,20K,0,1,0,0,0,0,0,0,0,0.1,5,5,6,3,0,0,0,0,0,2,0,0,0,135,21.56,9,3.6,22.3,0,-0.01
280,배창현,20두,0,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,21.56,6,,21.9,0,0
281,한승지,20K,0,1,0,0,0,0,0,0,0,0,4,4,6,4,1,0,0,1,0,1,0,0,0,,,,,,0,-0.02
282,이동원,20두,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,,,,,,0,0
283,임형원,20N,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,0,-0.01
