0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
17,나성범,20NDH,,130,584,525,115,170,37,2,34,313,112,3,1,49,9,2,148,6,0,1,0.324,0.39,0.596,0.987,0.43,153.5,,4.3
18,강백호,20K1B,,129,574,500,95,165,36,1,23,272,89,7,2,66,5,9,93,7,0,3,0.33,0.411,0.544,0.955,0.421,149.2,,3.13
19,최주환,20두2B,,140,573,508,63,155,29,4,16,240,86,2,2,47,7,5,66,7,1,10,0.305,0.365,0.472,0.838,0.372,123.6,,1.7
20,마차도,20롯SS,,144,560,486,79,136,31,1,12,205,67,15,1,54,8,2,60,20,4,8,0.28,0.356,0.422,0.778,0.351,102.5,,1.71
21,정수빈,20두CF,,141,559,490,84,146,17,8,5,194,59,15,6,55,2,3,56,10,7,5,0.298,0.368,0.396,0.764,0.348,104.3,,1.48
22,나지완,20KLF,,137,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,0.291,0.392,0.444,0.837,0.383,124.8,,4.11
23,최정,20S3B,,133,553,452,90,122,22,0,33,243,96,8,3,75,20,1,98,7,0,6,0.27,0.392,0.538,0.93,0.409,138.8,,4.52
24,김혜성,20키2B,,142,553,499,80,142,24,6,7,199,61,25,7,46,2,0,94,6,2,4,0.285,0.345,0.399,0.744,0.341,98.7,,1.38
25,박건우,20두RF,,129,551,487,103,148,40,0,14,230,70,8,2,42,12,2,65,9,3,7,0.304,0.369,0.472,0.841,0.375,126.5,,1.67
26,알테어,20NCF,,136,546,482,90,134,20,7,31,261,108,22,3,46,12,3,149,10,0,6,0.278,0.352,0.541,0.893,0.387,124.7,,2.78
27,박해민,20삼CF,,132,541,489,84,142,18,5,11,203,55,34,12,39,3,1,77,7,7,3,0.29,0.345,0.415,0.76,0.342,98.2,,-0.11
28,이명기,20NLF,,136,540,477,82,146,18,3,2,176,45,12,7,50,4,0,78,6,5,4,0.306,0.374,0.369,0.743,0.347,101.8,,1
29,심우준,20KSS,,144,535,476,58,112,16,3,3,143,51,35,11,37,2,0,98,7,16,4,0.235,0.291,0.3,0.591,0.271,50.2,,-2.65
30,오재일,20두1B,,127,534,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,0.312,0.39,0.482,0.872,0.394,138.8,,1.35
31,한동희,20롯3B,,135,531,461,62,128,22,0,17,201,67,0,3,57,5,0,97,15,5,3,0.278,0.361,0.436,0.797,0.36,108.6,,0.4
32,박민우,20N2B,,126,530,467,82,161,27,5,8,222,63,13,6,36,15,2,48,12,2,10,0.345,0.402,0.475,0.877,0.396,132.6,,1.46
33,박찬호,20KSS,,141,530,479,63,106,16,0,3,131,36,15,8,36,0,0,87,14,12,3,0.221,0.274,0.273,0.548,0.254,40.2,,-1.96
34,양의지,20NC,,130,528,461,86,151,26,1,33,278,124,5,2,46,14,7,47,11,1,6,0.328,0.4,0.603,1.003,0.432,154.3,,3.68
35,최지훈,20SRF,,127,520,466,66,120,19,5,1,152,27,18,6,38,5,0,80,4,8,3,0.258,0.318,0.326,0.645,0.299,71.5,,-2.51
36,구자욱,20삼LF,,118,510,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,0.307,0.385,0.478,0.863,0.387,126.6,,4.53
37,홍창기,20LCF,,135,507,408,87,114,29,6,5,170,39,11,5,83,10,1,87,8,3,3,0.279,0.411,0.417,0.827,0.384,129.5,,2.81
38,라모스,20L1B,,117,494,431,74,120,17,2,38,255,86,2,0,55,4,5,136,7,0,4,0.278,0.362,0.592,0.954,0.407,153.6,,2.45
39,이용규,20한CF,,120,487,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,0.286,0.381,0.337,0.718,0.345,102.8,,1.07
40,허경민,20두3B,,117,487,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,0.332,0.382,0.442,0.824,0.373,122.7,,1.58
41,노진혁,20NSS,,132,484,427,70,117,22,3,20,205,82,0,4,49,5,3,106,8,3,0,0.274,0.356,0.48,0.836,0.37,114.4,,1.41
42,조용호,20KLF,,132,482,409,73,121,15,0,0,136,32,12,3,64,2,1,83,6,5,2,0.296,0.392,0.333,0.725,0.347,99.7,,1.84
43,유강남,20LC,,137,478,429,51,112,18,0,16,178,74,1,1,32,13,1,84,18,2,2,0.261,0.33,0.415,0.745,0.337,101.7,,0.77
44,정훈,20롯CF,,111,476,410,72,121,19,1,11,175,58,11,1,56,4,0,85,8,2,4,0.295,0.382,0.427,0.809,0.371,115.9,,1.87
45,김상수,20삼2B,,120,471,404,71,123,18,3,5,162,47,10,3,55,8,1,55,16,2,2,0.304,0.397,0.401,0.798,0.372,118.5,,0.76
46,이원석,20삼3B,,121,467,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,0.268,0.341,0.407,0.748,0.338,94.3,,0.22
47,채은성,20LRF,,109,464,416,59,122,17,2,15,188,88,0,3,32,9,1,69,12,0,7,0.293,0.351,0.452,0.803,0.361,116.9,,-0.14
48,안치홍,20롯2B,,124,460,412,49,118,28,0,8,170,54,14,3,35,7,2,47,11,4,2,0.286,0.351,0.413,0.764,0.346,99.1,,-0.2
49,김재호,20두SS,,120,457,401,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,0.289,0.363,0.347,0.709,0.334,95.3,,-0.09
50,유민상,20K1B,,126,455,390,38,96,23,0,8,143,65,0,0,53,6,1,80,13,2,4,0.246,0.342,0.367,0.709,0.329,89.3,,0.98
51,장성우,20KC,,130,455,400,39,111,15,0,13,165,79,0,0,38,1,0,64,15,10,6,0.278,0.337,0.413,0.75,0.333,92.1,,0.62
52,김동엽,20삼DH,,115,451,413,60,129,21,0,20,210,74,4,4,29,4,0,79,14,1,4,0.312,0.36,0.508,0.869,0.385,123.6,,1.59
53,박석민,20N3B,,123,448,356,58,109,15,0,14,166,63,0,1,75,10,2,62,11,2,4,0.306,0.436,0.466,0.902,0.411,142.6,,2.64
54,박준태,20키CF,,128,443,347,71,85,13,1,5,115,29,5,1,65,19,0,120,4,9,3,0.245,0.389,0.331,0.721,0.344,101.8,,0.81
55,강진성,20N1B,,121,432,395,53,122,25,0,12,183,70,9,1,20,9,0,46,11,2,6,0.309,0.351,0.463,0.815,0.364,112,,0.78
56,유한준,20KDH,,119,428,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,0.28,0.347,0.409,0.756,0.345,99.2,,0.83
57,권희동,20NRF,,123,426,346,67,90,16,0,12,142,50,3,0,58,11,0,72,6,6,5,0.26,0.379,0.41,0.789,0.36,109.3,,1.68
58,박세혁,20두C,,124,423,360,47,97,18,2,4,131,51,5,3,35,12,0,45,7,9,7,0.269,0.348,0.364,0.712,0.326,90.8,,1.06
59,최원준,20KCF,,123,412,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,0.326,0.387,0.421,0.808,0.365,113.3,,2.31
60,전병우,20키3B,,119,402,359,46,85,13,3,8,128,48,7,0,37,2,0,100,7,2,2,0.237,0.31,0.357,0.667,0.307,77.8,,0.2
61,강민호,20삼C,,119,393,355,46,102,14,0,19,173,61,0,0,31,4,2,54,17,0,3,0.287,0.349,0.487,0.836,0.37,113.2,,0.55
62,김성현,20SSS,,133,392,343,34,93,9,1,2,110,25,1,1,30,5,0,27,10,11,3,0.271,0.336,0.321,0.657,0.304,74,,-1.33
63,박경수,20K2B,,119,391,324,33,91,17,0,13,147,59,0,1,48,9,2,96,14,3,7,0.281,0.381,0.454,0.835,0.374,118.7,,0.77
64,최재훈,20한C,,126,389,339,46,102,19,0,3,130,36,0,0,29,16,0,44,7,5,0,0.301,0.383,0.383,0.766,0.358,111.1,,0.51
65,노시환,20한3B,,107,387,346,46,76,18,2,12,134,43,0,1,33,6,1,116,8,1,1,0.22,0.298,0.387,0.685,0.31,78.7,,-2.1
66,박병호,20키1B,,93,383,309,56,69,7,0,21,139,66,0,0,57,9,2,114,8,0,8,0.223,0.353,0.45,0.802,0.357,115.7,,0.5
67,박동원,20키C,,112,372,324,45,81,21,0,12,138,50,0,0,38,6,0,68,10,2,2,0.25,0.338,0.426,0.764,0.345,104.5,,0.23
68,정주현,20L2B,,134,371,328,50,81,10,4,4,111,30,8,7,29,3,0,63,6,9,2,0.247,0.312,0.338,0.651,0.297,71.1,,-0.59
69,김준태,20롯C,,128,369,306,38,69,12,2,5,100,43,2,2,56,1,0,64,5,3,3,0.225,0.344,0.327,0.671,0.318,81.7,,0.11
70,허정협,20키LF,,111,360,314,45,84,12,0,10,126,43,0,0,40,2,0,73,7,3,1,0.268,0.353,0.401,0.754,0.346,104.5,,1.38
71,이천웅,20LCF,,89,359,312,44,80,11,2,3,104,36,8,5,35,4,0,44,7,2,6,0.256,0.333,0.333,0.667,0.313,81.7,,-0.87
72,김선빈,20K2B,,85,351,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,0.33,0.406,0.403,0.808,0.378,121.1,,1.07
73,민병헌,20롯CF,,109,342,309,42,72,12,0,2,90,23,10,6,21,5,1,62,12,5,2,0.233,0.291,0.291,0.582,0.271,50.8,,-2.24
74,김민성,20L3B,,87,333,297,29,79,20,0,5,114,47,2,1,24,4,2,66,8,4,4,0.266,0.325,0.384,0.709,0.319,87.8,,-0.3
75,노수광,20S한CF,,100,330,291,39,73,10,3,1,92,21,11,7,34,2,2,64,2,2,1,0.251,0.332,0.316,0.649,0.306,76.5,,-0.77
76,김강민,20SCF,,122,327,289,39,73,11,1,12,122,45,7,5,27,4,2,62,10,5,2,0.253,0.323,0.422,0.745,0.329,88,,0.17
77,정진호,20한LF,,113,326,282,30,78,14,1,2,100,19,9,7,29,3,1,50,5,10,2,0.277,0.348,0.355,0.703,0.32,85.8,,-0.84
78,이형종,20LRF,,81,323,287,41,85,17,2,17,157,50,1,0,27,7,1,61,7,0,2,0.296,0.368,0.547,0.916,0.401,146.7,,0.05
79,반즈,20한1B,,74,319,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,0.265,0.342,0.428,0.769,0.349,104.5,,0.31
80,정은원,20한2B,,79,303,254,28,63,9,2,3,85,29,1,1,41,5,0,41,4,2,1,0.248,0.362,0.335,0.697,0.332,94.1,,-0.2
81,송광민,20한3B,,94,298,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,0.235,0.276,0.375,0.652,0.291,66.5,,-1.29
82,이지영,20키C,,101,289,262,22,81,10,2,0,95,36,1,1,19,4,1,28,8,3,1,0.309,0.364,0.363,0.726,0.338,95.4,,0.37
83,고종욱,20SLF,,92,288,272,24,77,9,3,3,101,26,1,3,14,1,0,55,3,0,1,0.283,0.319,0.371,0.691,0.319,83.6,,-0.46
84,김지찬,20삼2B,,135,287,254,47,59,5,1,1,69,13,21,4,24,2,0,44,1,5,2,0.232,0.301,0.272,0.573,0.272,53.4,,-1.61
85,김헌곤,20삼RF,,97,283,254,26,63,8,0,3,80,34,7,5,22,3,0,31,7,1,3,0.248,0.312,0.315,0.627,0.295,67.7,,-1.15
86,하주석,20한SS,,72,281,262,22,75,11,0,2,92,32,4,1,13,2,0,66,3,2,2,0.286,0.323,0.351,0.674,0.312,81,,-0.5
87,김태진,20NK3B,,82,280,263,28,62,5,1,1,72,23,7,4,13,1,0,45,2,2,1,0.236,0.273,0.274,0.547,0.258,42.4,,-0.57
88,러셀,20키2B,,65,271,244,22,62,14,0,2,82,31,2,0,22,2,1,37,6,0,3,0.254,0.317,0.336,0.653,0.305,75,,-1.03
89,한승택,20KC,,83,262,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,0.226,0.308,0.372,0.68,0.303,72.1,,-0.17
90,오태곤,20KSLF,,94,258,234,36,64,12,1,5,93,35,15,6,13,7,0,47,6,4,0,0.274,0.331,0.397,0.728,0.33,89.5,,0.08
91,김태균,20한1B,,67,254,219,14,48,11,0,2,65,29,0,0,30,2,3,42,8,1,2,0.219,0.316,0.297,0.613,0.288,64.6,,-0.5
92,이재원,20SC,,80,251,222,18,41,8,0,2,55,21,0,0,19,6,3,24,12,3,1,0.185,0.266,0.248,0.514,0.241,31.8,,-1.48
93,김민혁,20KLF,,108,249,222,35,53,5,2,5,77,25,8,4,22,2,0,42,4,2,1,0.239,0.312,0.347,0.659,0.304,73.1,,0.86
94,이성열,20한DH,,79,248,227,23,46,5,0,8,75,34,1,1,16,5,0,69,4,0,0,0.203,0.27,0.33,0.601,0.277,57.5,,-1.13
95,이성규,20삼1B,,98,245,216,25,39,7,1,10,78,30,3,1,18,5,0,64,7,4,2,0.181,0.257,0.361,0.618,0.274,50.7,,-1.73
96,이학주,20삼SS,,64,243,206,30,47,11,0,4,70,28,6,2,26,2,1,58,3,4,5,0.228,0.314,0.34,0.654,0.298,68.5,,-0.22
97,최진행,20한DH,,84,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,0.234,0.304,0.369,0.673,0.309,78.1,,-0.59
98,강경학,20한2B,,94,238,193,25,44,7,1,4,65,19,1,2,35,3,0,64,2,5,2,0.228,0.352,0.337,0.689,0.322,86.8,,0.57
99,김민식,20KC,,69,237,210,22,52,6,1,2,66,21,0,0,17,2,0,28,3,6,2,0.248,0.307,0.314,0.622,0.286,61,,-0.36
100,박용택,20LDH,,97,236,217,22,65,15,0,2,86,35,2,0,15,0,1,34,7,0,4,0.3,0.339,0.396,0.735,0.335,97.2,,0.08
101,김웅빈,20키1B,,73,235,207,25,57,13,0,8,94,31,1,0,17,3,1,65,6,5,3,0.275,0.335,0.454,0.789,0.344,104.1,,0.14
102,한유섬,20SRF,,62,231,193,35,48,5,0,15,98,31,2,0,30,6,1,49,8,0,2,0.249,0.364,0.508,0.871,0.383,121.2,,0.56
103,김성욱,20NRF,,104,225,195,32,43,4,1,8,73,26,12,5,17,4,0,40,0,7,2,0.221,0.294,0.374,0.668,0.295,65.5,,-0.13
104,나주환,20K3B,,64,222,204,21,57,5,0,6,80,26,0,0,12,1,0,44,6,4,1,0.279,0.321,0.392,0.713,0.32,83.4,,-0.47
105,오선진,20한SS,,93,222,197,17,46,4,0,2,56,17,0,1,16,3,0,39,10,6,0,0.234,0.301,0.284,0.585,0.274,55.6,,-1.03
106,팔카,20삼DH,,51,217,196,17,41,7,0,8,72,23,2,0,18,0,0,58,5,0,3,0.209,0.272,0.367,0.639,0.288,60.3,,-0.64
107,최준우,20S2B,,66,207,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,1,0.236,0.307,0.308,0.615,0.285,60.3,,-0.59
108,정의윤,20SDH,,76,203,187,13,45,5,1,1,55,20,0,1,12,1,1,38,7,0,3,0.241,0.286,0.294,0.58,0.27,51.9,,-0.98
109,오윤석,20롯2B,,63,197,168,31,50,7,1,4,71,32,2,1,24,2,0,47,2,1,2,0.298,0.388,0.423,0.81,0.373,117,,0.44
110,박승규,20삼RF,,91,196,182,24,47,11,0,1,61,14,4,5,7,3,0,32,4,4,0,0.258,0.297,0.335,0.632,0.288,63.6,,-0.48
111,이병규,20롯1B,,53,194,164,28,45,4,0,9,76,32,0,0,28,1,0,55,5,0,1,0.274,0.381,0.463,0.845,0.383,123.9,,0.91
112,채태인,20SDH,,71,189,160,11,45,5,0,7,71,24,0,0,29,0,2,33,4,0,0,0.281,0.392,0.444,0.835,0.38,121.5,,-0.39
113,김규성,20K2B,,103,182,157,21,28,2,1,3,41,11,2,1,13,1,0,40,1,11,0,0.178,0.246,0.261,0.507,0.226,21.6,,-1.85
114,정근우,20L2B,,72,177,154,23,37,4,0,1,44,14,7,2,17,2,1,23,4,3,1,0.24,0.322,0.286,0.608,0.287,64.4,,0.1
115,박계범,20삼SS,,80,175,164,21,32,7,0,3,48,16,3,2,7,0,0,42,3,3,1,0.195,0.227,0.293,0.519,0.233,26.1,,-0.9
116,오재원,20두2B,,85,174,155,25,36,7,1,5,60,27,10,5,16,0,0,49,3,1,2,0.232,0.301,0.387,0.688,0.31,82.4,,-1.04
117,문상철,20K1B,,74,172,154,24,40,3,2,8,71,25,0,1,11,2,0,43,4,3,2,0.26,0.314,0.461,0.775,0.336,94.6,,-0.98
118,살라디노,20삼LF,,44,163,132,26,37,8,0,6,63,27,6,1,23,7,0,41,3,0,1,0.28,0.411,0.477,0.888,0.405,137.2,,0.53
119,오준혁,20SLF,,70,161,148,19,40,7,0,3,56,18,0,3,11,1,1,34,1,0,1,0.27,0.323,0.378,0.701,0.32,83.7,,0.08
120,김호령,20KCF,,88,159,138,36,32,5,2,4,53,16,3,3,14,3,0,55,2,3,1,0.232,0.314,0.384,0.698,0.314,78.5,,-0.41
121,최항,20S2B,,47,155,132,21,35,3,0,2,44,15,1,0,21,1,1,27,3,0,1,0.265,0.368,0.333,0.701,0.334,92.9,,-0.09
122,이성곤,20삼1B,,62,154,139,16,39,7,0,5,61,18,2,0,11,0,0,38,3,2,2,0.281,0.329,0.439,0.768,0.34,95.2,,-0.23
123,정보근,20롯C,,85,152,133,9,20,2,0,0,22,5,0,0,11,1,0,32,7,6,1,0.15,0.219,0.165,0.385,0.187,-3.9,,-1.76
124,모창민,20N1B,,62,149,136,10,41,10,2,2,61,13,0,0,8,1,1,22,5,2,2,0.301,0.34,0.449,0.789,0.347,100.2,,0.45
125,이원재,20N1B,,73,146,132,15,34,5,2,4,55,17,1,0,11,0,1,26,3,2,1,0.258,0.313,0.417,0.729,0.321,82.5,,-0.45
126,지석훈,20N3B,,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,0.207,0.3,0.298,0.598,0.281,57.8,,-0.86
127,정진기,20SRF,,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,0.238,0.279,0.333,0.613,0.27,51.2,,-0.03
128,김호재,20삼3B,,65,138,118,19,38,5,0,1,46,10,2,0,16,3,0,19,1,1,0,0.322,0.416,0.39,0.806,0.381,124.4,,0.03
129,황대인,20K1B,,63,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,0.276,0.384,0.414,0.798,0.37,115.8,,0.51
130,최인호,20한LF,,47,135,127,8,30,0,0,0,30,8,0,0,4,1,0,34,3,1,2,0.236,0.261,0.236,0.497,0.237,31.9,,-1.14
131,이해창,20한C,,70,135,119,11,32,5,0,3,46,17,0,2,9,4,0,23,6,1,2,0.269,0.336,0.387,0.722,0.33,92.7,,-0.29
132,호잉,20한RF,,34,134,124,12,24,4,0,4,40,14,5,3,9,1,0,34,4,0,0,0.194,0.254,0.323,0.576,0.265,48.8,,-0.5
133,김재유,20롯CF,,68,133,116,20,30,1,0,1,34,9,10,2,12,3,0,35,2,2,0,0.259,0.344,0.293,0.637,0.306,74.4,,0.16
134,양석환,20L3B,,40,132,118,8,29,5,0,3,43,13,0,0,10,2,0,25,1,2,0,0.246,0.315,0.364,0.68,0.31,82.6,,-0.75
135,이흥련,20두SC,,49,132,125,6,30,1,0,3,40,20,0,0,6,0,0,29,5,0,1,0.24,0.273,0.32,0.593,0.273,52.1,,-0.36
136,김태군,20NC,,80,131,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,0.292,0.347,0.372,0.719,0.318,82.6,,0.29
137,박승욱,20K2B,,97,128,110,23,29,3,2,1,39,10,5,1,11,4,0,37,1,2,1,0.264,0.349,0.355,0.704,0.327,87,,-0.37
138,정현,20SSS,,89,128,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.24,0.241,0.481,0.227,22,,-0.61
139,신본기,20롯3B,,81,123,106,18,23,1,0,2,30,12,1,0,14,1,0,22,3,1,1,0.217,0.312,0.283,0.595,0.285,60.7,,-0.3
140,강한울,20삼SS,,34,122,105,13,32,3,0,1,38,10,1,0,11,0,0,24,3,5,1,0.305,0.368,0.362,0.729,0.33,91.1,,0.45
141,강민국,20K2B,,81,120,107,16,24,3,0,0,27,9,0,1,7,0,0,20,0,6,0,0.224,0.272,0.252,0.524,0.24,29.7,,-0.31
142,임종찬,20한RF,,52,119,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,0.231,0.297,0.306,0.602,0.283,61.5,,-0.49
143,최영진,20삼3B,,58,118,101,15,30,3,0,1,36,11,2,3,13,2,0,16,3,1,1,0.297,0.385,0.356,0.741,0.351,104.3,,-0.7
144,박찬도,20삼LF,,51,116,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,0.219,0.325,0.302,0.627,0.292,65.2,,-0.62
145,노태형,20한2B,,55,113,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,0.216,0.286,0.275,0.56,0.267,51.6,,-0.28
146,김호은,20L1B,,69,112,103,12,25,5,0,2,36,11,0,0,7,2,0,14,2,0,0,0.243,0.304,0.35,0.653,0.303,77.5,,0.74
147,박성한,20SSS,,41,112,99,7,24,2,0,2,32,8,1,1,11,1,0,21,1,1,0,0.242,0.324,0.323,0.648,0.305,73.4,,-0.59
148,김규민,20키LF,,54,111,101,13,21,2,1,1,28,6,1,0,5,1,0,24,3,3,1,0.208,0.25,0.277,0.527,0.24,31.9,,-1.13
149,김인태,20두LF,,77,110,84,15,17,5,0,1,25,13,0,0,21,2,0,13,3,2,1,0.202,0.37,0.298,0.668,0.325,90.7,,0.98
150,김경호,20SLF,,56,110,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,0.286,0.303,0.333,0.636,0.292,67.2,,-0.88
151,이현석,20SC,,58,109,101,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,0.178,0.224,0.257,0.482,0.222,18.2,,-0.55
152,이유찬,20두3B,,101,108,89,30,23,2,1,0,27,6,13,4,14,2,0,25,2,2,1,0.258,0.368,0.303,0.671,0.322,86.2,,-0.12
153,백용환,20KC,,51,106,91,12,20,4,0,5,39,10,0,0,14,0,0,29,2,1,0,0.22,0.324,0.429,0.752,0.336,93.9,,-0.1
154,주효상,20키C,,63,101,84,6,16,4,0,0,20,7,0,0,13,0,0,26,0,3,1,0.19,0.296,0.238,0.534,0.257,43.7,,0.07
155,이창진,20KCF,,22,99,88,19,29,8,1,0,39,7,0,1,10,1,0,17,2,0,0,0.33,0.404,0.443,0.847,0.392,130.7,,0.16
156,구본혁,20L3B,,125,98,86,20,14,0,1,1,19,7,0,0,7,2,0,18,2,3,0,0.163,0.242,0.221,0.463,0.22,19.9,,-0.22
157,이홍구,20SKC,,49,96,84,5,16,2,0,3,27,8,0,0,6,3,0,26,3,2,1,0.19,0.266,0.321,0.587,0.266,47.1,,-0.55
158,허일,20롯RF,,60,95,84,5,15,4,0,1,22,6,0,0,8,1,0,29,4,2,0,0.179,0.258,0.262,0.52,0.244,32.8,,-0.46
159,국해성,20두RF,,46,94,86,10,20,1,0,3,30,17,1,1,6,1,2,21,2,0,1,0.233,0.287,0.349,0.636,0.282,64.4,,-0.04
160,정상호,20두C,,42,92,86,3,14,6,0,0,20,8,0,0,2,0,0,29,4,3,1,0.163,0.18,0.233,0.412,0.182,-4.8,,-1.24
161,김창평,20S2B,,35,90,78,10,15,4,1,0,21,7,7,0,11,0,0,16,2,0,1,0.192,0.289,0.269,0.558,0.269,52.3,,0.26
162,홍종표,20K2B,,40,88,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,0.25,0.282,0.288,0.57,0.259,43.2,,-1.01
163,이성우,20LC,,72,88,77,7,18,1,0,3,28,11,0,0,6,0,0,14,3,5,0,0.234,0.289,0.364,0.653,0.282,64.4,,-0.28
164,김응민,20삼C,,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.281,0.237,0.517,0.245,35.6,,0.05
165,김민하,20한RF,,36,85,74,10,21,6,0,1,30,11,0,0,8,2,0,16,2,1,0,0.284,0.369,0.405,0.775,0.356,109.5,,-0.01
166,김형준,20NC,,44,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0,0,0.306,0.39,0.444,0.835,0.384,124.9,,-0.17
167,천성호,20K2B,,66,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,0.203,0.286,0.246,0.532,0.261,44.2,,-0.41
168,윤석민,20S3B,,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,0.192,0.211,0.342,0.553,0.242,30.9,,-0.34
169,김용의,20L1B,,101,75,70,28,19,1,1,1,25,12,7,3,3,0,0,15,2,1,1,0.271,0.297,0.357,0.654,0.295,69.6,,0.06
170,김준완,20NRF,,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,0.215,0.32,0.277,0.597,0.292,65.2,,-0.29
171,황윤호,20K3B,,25,73,70,5,17,3,0,0,20,5,2,0,3,0,0,10,3,0,0,0.243,0.274,0.286,0.56,0.264,46.3,,-1.18
172,오선우,20KRF,,59,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,0.239,0.301,0.418,0.719,0.324,85.3,,-0.13
