0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
173,김동한,20롯3B,,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,0.221,0.274,0.294,0.568,0.268,47.6,,-0.64
174,남태혁,20SDH,,35,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,0.197,0.264,0.258,0.522,0.25,37.4,,-0.38
175,김찬형,20NSS,,56,72,64,10,19,6,0,0,25,7,3,1,4,1,0,11,0,2,1,0.297,0.343,0.391,0.734,0.329,89.7,,0.17
176,장준원,20L3B,,46,68,60,10,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,0.217,0.284,0.317,0.6,0.275,58.5,,-0.04
177,이우성,20KLF,,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,0.203,0.299,0.22,0.519,0.262,45.2,,-0.31
178,이상호,20N2B,,82,65,61,18,8,1,0,0,9,4,6,4,3,0,0,5,2,1,0,0.131,0.172,0.148,0.319,0.155,-24,,-0.64
179,박정현,20한SS,,30,64,61,6,17,3,0,1,23,9,0,0,3,0,0,17,2,0,0,0.279,0.313,0.377,0.69,0.317,84.2,,-0.05
180,이택근,20키LF,,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,0.193,0.281,0.281,0.562,0.269,51.6,,-0.11
181,변상권,20키CF,,35,64,62,7,17,5,0,1,25,16,0,0,1,0,0,20,2,0,1,0.274,0.281,0.403,0.685,0.305,76.5,,0.15
182,허도환,20KC,,52,62,53,2,14,1,0,0,15,5,0,0,6,2,0,15,2,1,0,0.264,0.361,0.283,0.644,0.314,78.3,,0.56
183,최정용,20K2B,,38,59,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,0.196,0.224,0.268,0.492,0.224,19.9,,-0.04
184,권민석,20두3B,,55,57,50,6,13,2,0,0,15,7,1,0,3,0,0,15,0,2,2,0.26,0.291,0.3,0.591,0.266,49.2,,-0.45
185,조한민,20한SS,,25,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,0.22,0.25,0.3,0.55,0.255,43.5,,-0.25
186,김문호,20한1B,,18,52,46,6,10,1,0,2,17,5,0,0,5,1,0,11,1,0,0,0.217,0.308,0.37,0.677,0.312,80.3,,0.17
187,박준영,20NSS,,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,0.152,0.235,0.239,0.474,0.23,24.6,,-0.25
188,류지혁,20두K3B,,25,51,42,13,16,3,0,1,22,5,1,1,1,5,0,6,3,1,2,0.381,0.44,0.524,0.964,0.425,155.7,,0.19
189,송민섭,20KRF,,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,0.195,0.292,0.341,0.633,0.274,54.1,,-0.06
190,송준석,20삼RF,,32,50,47,5,13,5,0,1,21,7,0,0,2,1,0,6,4,0,0,0.277,0.32,0.447,0.767,0.345,98.7,,0.19
191,김주형,20키3B,,39,50,43,8,10,3,0,1,16,6,0,1,4,2,0,10,0,1,0,0.233,0.327,0.372,0.699,0.319,85.8,,-0.33
192,김도환,20삼C,,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,0.22,0.292,0.268,0.56,0.262,46.9,,-0.32
193,최용제,20두C,,28,49,44,9,13,0,1,0,15,9,0,0,4,0,0,8,2,1,0,0.295,0.354,0.341,0.695,0.323,85.5,,0.28
194,최정원,20N2B,,49,48,40,18,11,3,1,0,16,2,4,0,7,0,0,13,1,1,0,0.275,0.383,0.4,0.783,0.358,107.7,,0.17
195,박정음,20키CF,,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,0.186,0.255,0.233,0.488,0.238,28.9,,-0.14
196,박상언,20한C,,38,47,46,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,0.217,0.234,0.283,0.517,0.239,32.6,,-0.28
197,유장혁,20한LF,,30,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,0.167,0.239,0.19,0.43,0.215,16.4,,-0.37
198,임병욱,20키CF,,12,41,37,3,10,4,0,0,14,6,3,0,4,0,1,10,1,0,0,0.27,0.342,0.378,0.72,0.325,88.2,,0.27
199,안권수,20두RF,,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,0.27,0.3,0.27,0.57,0.265,48.2,,-0.21
200,조수행,20두RF,,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,0.263,0.3,0.263,0.563,0.272,52.5,,0.14
201,백승현,20L3B,,27,39,28,5,7,1,0,0,8,2,0,0,4,1,0,8,0,6,0,0.25,0.364,0.286,0.649,0.273,54.4,,-0.17
202,이동훈,20한CF,,37,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.234,0.116,-48.3,,-0.58
203,장진혁,20한RF,,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,0.156,0.27,0.219,0.489,0.244,36.7,,-0.21
204,모터,20키3B,,10,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,1,0.114,0.135,0.2,0.335,0.149,-24.6,,-0.64
205,장영석,20K3B,,11,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,0.129,0.243,0.129,0.372,0.202,5.5,,-0.58
206,정기훈,20한3B,,29,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,0.161,0.278,0.226,0.504,0.254,41.7,,-0.34
207,강현우,20KC,,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0,0,0.2,0.25,0.367,0.617,0.276,54,,0.02
208,신민재,20LCF,,68,32,26,26,8,1,0,0,9,5,8,2,4,0,0,4,1,2,0,0.308,0.4,0.346,0.746,0.338,97.2,,-0.13
209,손호영,20L3B,,22,31,30,9,11,2,0,0,13,3,5,0,1,0,0,6,2,0,0,0.367,0.387,0.433,0.82,0.38,125.3,,-0.34
210,화이트,20SDH,,9,30,22,3,3,1,0,1,7,4,0,0,6,2,0,1,0,0,0,0.136,0.367,0.318,0.685,0.337,92.6,,0.02
211,장운호,20한RF,,24,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,0.148,0.207,0.296,0.503,0.228,24,,0.06
212,서예일,20두3B,,39,29,25,4,6,2,0,0,8,1,0,0,3,0,0,7,0,0,1,0.24,0.31,0.32,0.63,0.295,69.6,,0.09
213,추재현,20롯CF,,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0.125,0.25,0.125,0.375,0.206,9.1,,-0.3
214,이진영,20K,,32,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,0.227,0.37,0.273,0.643,0.323,84.3,,-0.01
215,김민수,20삼C,,17,26,23,3,4,0,0,0,4,1,0,0,2,0,0,6,0,1,0,0.174,0.24,0.174,0.414,0.201,7,,-0.23
216,김지수,20한LF,,14,26,25,2,4,0,0,1,7,4,0,0,1,0,0,7,0,0,0,0.16,0.192,0.28,0.472,0.213,14.6,,-0.15
217,양찬열,20두RF,,17,26,22,5,5,0,0,0,5,3,0,0,3,1,0,2,0,0,0,0.227,0.346,0.227,0.573,0.295,68.5,,0
218,강로한,20롯CF,,16,26,21,6,4,0,0,0,4,1,2,1,4,1,0,6,0,0,0,0.19,0.346,0.19,0.537,0.287,62.5,,0.17
219,유서준,20SSS,,28,25,24,10,6,1,0,1,10,2,1,1,1,0,0,7,2,0,0,0.25,0.28,0.417,0.697,0.31,75.4,,-0.11
220,이도윤,20한SS,,14,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,0.208,0.24,0.25,0.49,0.232,27.7,,-0.2
221,박주홍,20키DH,,13,25,24,0,6,2,0,0,8,1,0,1,1,0,0,10,0,0,0,0.25,0.28,0.333,0.613,0.283,60.9,,-0.15
222,김회성,20한1B,,15,25,18,1,3,1,0,0,4,1,0,0,3,1,0,6,2,2,1,0.167,0.304,0.222,0.527,0.245,35.9,,-0.22
223,박한결,20한SS,,13,24,20,5,3,0,0,0,3,1,0,0,2,0,0,8,2,2,0,0.15,0.227,0.15,0.377,0.179,-7.3,,-0.44
224,홍현빈,20KLF,,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,0,0.217,0,0.217,0.128,-41.9,,-0.14
225,채현우,20SLF,,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,0.13,0.167,0.174,0.341,0.163,-18.7,,-0.13
226,양우현,20삼2B,,7,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,0.13,0.167,0.13,0.297,0.148,-28,,-0.33
227,이재원,20LRF,,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,0.05,0.136,0.05,0.186,0.109,-53.6,,-0.24
228,김병희,20K3B,,29,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,0.143,0.136,0.286,0.422,0.175,-10.9,,-0.19
229,장승현,20두C,,23,22,20,5,5,3,0,0,8,3,0,0,1,1,0,6,2,0,0,0.25,0.318,0.4,0.718,0.329,94.4,,0.07
230,백동훈,20두RF,,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,0.188,0.316,0.25,0.566,0.286,64.3,,-0.41
231,김재현,20삼SS,,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,0.143,0.294,0.143,0.437,0.227,23.3,,-0.01
232,김주찬,20K1B,,7,18,18,3,6,0,0,1,9,2,0,1,0,0,0,2,2,0,0,0.333,0.333,0.5,0.833,0.371,117,,-0.38
233,김영환,20KK2B,,14,18,16,0,0,0,0,0,0,0,1,1,1,0,0,5,0,1,0,0,0.059,0,0.059,0.041,-99.2,,-0.14
234,강태율,20롯C,,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,0,0,0.455,0.667,1,1.667,0.661,305.7,,0.03
235,박재욱,20LC,,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,0.267,0.313,0.267,0.579,0.266,49.2,,-0.22
236,김성민,20SSS,,9,16,14,4,4,0,0,2,10,4,0,0,1,1,0,3,0,0,0,0.286,0.375,0.714,1.089,0.457,165.1,,0.15
237,송우현,20키RF,,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0.2,0,0.2,0.149,-28.6,,-0.16
238,김재현,20SLF,,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,0.135,-37.6,,-0.06
239,고장혁,20K3B,,7,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0.231,0.231,0.231,0.462,0.217,14.5,,-0.22
240,도태훈,20N3B,,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.182,0.308,0.182,0.49,0.258,43.5,,-0.18
241,백승민,20삼1B,,7,12,9,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0.25,0,0.25,0.188,-4.1,,0.02
242,김수환,20키1B,,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0,0,0.182,0.25,0.273,0.523,0.247,37.2,,-0.45
243,지성준,20롯C,,3,11,8,0,2,0,0,0,2,2,0,0,3,0,0,4,0,0,0,0.25,0.455,0.25,0.705,0.371,117.8,,0.16
244,최정민,20K2B,,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,0.125,0.3,0.125,0.425,0.241,31.3,,-0.12
245,김민수,20롯3B,,3,10,8,1,2,0,0,0,2,0,1,0,2,0,0,4,0,0,0,0.25,0.4,0.25,0.65,0.335,93.9,,0.08
246,이거연,20SDH,,8,10,8,1,1,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0.125,0.3,0.125,0.425,0.241,31.3,,0.02
247,이재율,20N,,25,10,9,9,4,1,0,0,5,3,4,1,1,0,0,1,1,0,0,0.444,0.5,0.556,1.056,0.485,192.3,,0.02
248,김성윤,20삼LF,,9,9,7,1,2,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0.286,0.444,0.429,0.873,0.414,145.5,,-0.1
249,양성우,20한LF,,5,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,0.209,14.1,,-0.06
250,류효승,20SDH,,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,0.125,0.222,0.5,0.722,0.3,62.8,,-0.05
251,서호철,20N3B,,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,,-0.05
252,신용수,20롯RF,,5,8,7,2,3,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0.429,0.5,0.429,0.929,0.445,165.5,,0.16
253,김성표,20삼CF,,15,8,8,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.125,0.125,0.125,0.25,0.118,-48,,0.03
254,배성근,20롯SS,,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,-126,,-0.18
255,신성현,20두,,8,7,4,2,1,1,0,0,2,0,0,0,3,0,0,3,0,0,0,0.25,0.571,0.5,1.071,0.498,202.6,,0.14
256,김은성,20키2B,,16,6,4,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0.5,0.667,0.5,1.167,0.563,244.2,,-0.18
257,문선재,20KRF,,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.167,0.167,0.167,0.333,0.157,-24.3,,-0.06
258,최재원,20LCF,,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,-126,,-0.07
259,전민수,20LRF,,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.2,0.333,0.2,0.533,0.279,57.8,,-0.11
260,김민준,20SLF,,12,5,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-126,,0.12
261,김현민,20한2B,,4,5,5,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0.8,0.377,125.8,,-0.02
262,오명진,20두,,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,,-0.26
263,윤수강,20NC,,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.235,29.8,,0
264,최승준,20한1B,,2,4,3,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0.333,0.5,0.333,0.833,0.426,157.7,,0.07
265,김강현,20롯C,,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.25,0,0.25,0.183,-5.1,,0
266,이정훈,20KC,,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,,-0.06
267,김재현,20키C,,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-126,,-0.01
268,유영준,20N2B,,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,,-0.07
269,한석현,20LRF,,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.333,0,0.333,0.244,37.1,,0
270,김태훈,20KDH,,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,,0
271,정주후,20K2B,,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0.5,0.367,116.6,,-0.07
272,이호연,20롯1B,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,,0
273,박민,20K3B,,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0.367,,,-0.01
274,박지훈,20두,,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0
275,문상인,20KC,,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,,-0.03
276,김기환,20N,,4,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.645,292.1,,0
277,박준혁,20KRF,,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-126,,0
278,권정웅,20삼C,,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0.367,113.7,,0
279,허관회,20한C,,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.471,190,,-0.04
280,김진욱,20한P,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0
281,김병휘,20키DH,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0
282,문찬종,20키SS,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,,0
283,박시원,20N,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,,0
284,임지열,20키,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.942,491.5,,0
285,라이블리,20삼,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126,,0
286,이승민,20두C,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0
