0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
147,ÀÌµ¿°É,18ÇÑP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0
148,Àü¹ÎÀç,18µÎ3B,0,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,0.375,0.375,0.5,0.875,0.385,125.2,0,-0.06
149,ÀÌÀ¯Âù,18µÎ2B,-0.01,28,24,22,5,6,1,0,0,7,2,1,1,1,1,0,6,1,0,0,0.273,0.333,0.318,0.652,0.305,71.2,-0.01,-0.13
150,À±Á¤¿ì,18SLF,-0.02,22,43,40,6,10,2,0,1,15,2,2,1,2,1,0,7,4,0,0,0.25,0.302,0.375,0.677,0.302,68.2,-0.02,-0.03
151,È«Çöºó,18KLF,-0.02,14,15,13,2,3,0,0,0,3,1,1,0,2,0,0,5,0,0,0,0.231,0.333,0.231,0.564,0.281,52.8,-0.02,-0.02
152,°­±¸¼º,18N,-0.02,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.248,36.5,-0.02,-0.12
153,°­½ÂÈ£,18LS2B,-0.02,69,212,184,14,47,10,0,3,66,31,1,1,18,3,0,57,2,6,1,0.255,0.33,0.359,0.689,0.305,71.8,-0.02,-0.23
154,Á¶¿øºó,18NSS,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.02,0
155,ÀÌÁØ¼ö,18KC,-0.02,11,10,8,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,0,0.25,0.333,0.25,0.583,0.259,40.6,-0.02,0.05
156,±èÀÀ¹Î,18»ï,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.02,0
157,°­Áö±¤,18S,-0.03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.03,0
158,ÀÌµµÀ±,18ÇÑ,-0.03,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.03,0.08
159,ÀÌÀ±Àç,18S,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.03,0
160,¹ÚÁØÇõ,18ÇÑRF,-0.03,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.4,0.6,0.248,32.9,-0.03,-0.09
161,±è¹®È£,18·ÔLF,-0.03,46,115,100,12,25,7,0,2,38,16,1,0,13,0,1,27,2,2,0,0.25,0.336,0.38,0.716,0.314,76.3,-0.03,0.44
162,ÀÌÀÎÇà,18K,-0.03,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.03,0
163,°­¹Î±¹,18N,-0.03,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.23,23.9,-0.03,0
164,ÀÌ´ë¼ö,18S2B,-0.04,4,6,5,1,1,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0.2,0.2,0.4,0.6,0.207,12.3,-0.04,-0.01
165,¹é½ÂÇö,18LSS,-0.05,5,8,8,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.23,20.5,-0.05,0.02
166,È«Ã¢±â,18LLF,-0.05,12,25,18,1,3,2,0,0,5,0,0,1,7,0,0,8,0,0,0,0.167,0.4,0.278,0.678,0.339,96.1,-0.05,-0.02
167,¹®¼ºÁÖ,18L,-0.05,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.307,70.9,-0.05,-0.05
168,°í¸í¼º,18KSS,-0.05,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.05,-0.01
169,Á¤»óÈ£,18LC,-0.05,70,128,112,11,25,4,0,1,32,9,0,1,8,5,0,35,3,3,0,0.223,0.304,0.286,0.59,0.272,50.4,-0.05,-1.22
170,±è¼ºÀ±,18»ïCF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.05,-0.16
171,±èÃ¢Çõ,18ÇÑC,-0.05,6,10,10,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.3,0.5,0.216,12.5,-0.05,0.03
172,Àå½ÃÀ±,18L3B,-0.05,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.05,-0.03
173,±è¼®È¯,18K1B,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.06,0
174,±èµ¿¿±,18SLF,-0.06,124,446,421,58,106,15,0,27,202,76,11,2,17,4,0,108,13,1,3,0.252,0.285,0.48,0.765,0.321,77.8,-0.06,0.16
175,±è¹Î¼ö,18»ïC,-0.06,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.167,0.167,0.167,0.333,0.153,-27.9,-0.06,-0.09
176,±è¹ÎÇõ,18µÎDH,-0.06,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0,0,0.226,0.293,0.377,0.671,0.296,69.8,-0.06,0.2
177,ÃÖÁ¤¹Î,18K2B,-0.07,57,95,83,17,21,2,0,2,29,6,1,3,7,1,0,20,2,4,0,0.253,0.319,0.349,0.668,0.291,63,-0.07,-0.36
178,ÇãÁ¤Çù,18³Ø,-0.07,25,24,24,4,6,2,0,0,8,2,0,0,0,0,0,7,1,0,0,0.25,0.25,0.333,0.583,0.257,37.8,-0.07,-0.25
179,Á¤Çö,18KSS,-0.07,65,132,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,0.265,0.318,0.376,0.694,0.297,63.2,-0.07,-1.26
180,¹®¼±Àç,18LLF,-0.08,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.167,0.167,0.167,0.333,0.153,-30,-0.08,-0.13
181,±èÀçÀ²,18L1B,-0.09,25,41,36,5,8,3,0,0,11,3,0,0,3,2,0,9,1,0,0,0.222,0.317,0.306,0.623,0.293,64,-0.09,-0.1
182,È²Áø¼ö,18·Ô3B,-0.09,18,26,24,6,4,1,0,1,8,1,1,0,2,0,0,5,0,0,0,0.167,0.231,0.333,0.564,0.246,30.9,-0.09,-0.13
183,±èÁ¾¹Î,18NC,-0.09,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.09,-0.04
184,½É¿ìÁØ,18KSS,-0.09,135,403,367,49,95,23,3,4,136,29,11,11,20,4,1,58,4,11,1,0.259,0.304,0.371,0.674,0.291,59.5,-0.09,-0.42
185,È²ÀÎÁØ,18KP,-0.09,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-130.7,-0.09,0
186,ÀÌ¼º°ï,18»ïDH,-0.09,9,19,16,1,3,0,0,0,3,0,0,0,3,0,0,7,1,0,0,0.188,0.316,0.188,0.503,0.26,43.4,-0.09,-0.27
187,¿ÀÅÂ°ï,18KLF,-0.1,128,374,342,55,87,17,2,12,144,39,13,8,24,4,0,92,7,3,1,0.254,0.31,0.421,0.731,0.317,76.5,-0.1,-0.03
188,±è¿µÈ¯,18K,-0.1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.1,-0.09
189,±èÅÂ¿¬,18ÇÑ3B,-0.1,24,30,26,7,5,1,0,0,6,2,0,1,3,0,0,8,0,1,0,0.192,0.276,0.231,0.507,0.237,25.6,-0.1,0.14
190,¹èÁ¤´ë,18KRF,-0.1,14,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,0.184,-11.1,-0.1,-0.11
191,°­»ó¿ø,18ÇÑRF,-0.11,6,7,6,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0.143,0,0.143,0.104,-63.9,-0.11,-0.04
192,¹é½Â¹Î,18»ï1B,-0.11,14,32,31,3,8,2,0,0,10,5,0,0,1,0,0,9,1,0,0,0.258,0.281,0.323,0.604,0.273,51.1,-0.11,0.2
193,½ÅÁøÈ£,18NC,-0.11,20,25,22,1,4,0,0,0,4,1,0,0,3,0,0,10,1,0,0,0.182,0.28,0.182,0.462,0.234,26.3,-0.11,-0.23
194,¹éÁø¿ì,18ÇÑLF,-0.11,70,169,152,21,37,15,1,3,63,18,0,0,12,4,0,36,5,0,1,0.243,0.314,0.414,0.728,0.32,79.1,-0.11,-0.47
195,¿À¿µ¼ö,18NDH,-0.12,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.12,-0.08
196,±èÁö¿­,18KRF,-0.12,38,48,45,11,9,4,0,1,16,5,1,1,3,0,0,13,2,0,0,0.2,0.25,0.356,0.606,0.264,41.8,-0.12,0.28
197,¾ç¼º¿ì,18ÇÑLF,-0.12,73,236,209,32,53,9,0,2,68,13,1,1,22,4,2,32,8,0,1,0.254,0.335,0.325,0.66,0.304,69.8,-0.12,-0.19
198,±èÁÖÇü,18K3B,-0.12,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.125,0.125,0.125,0.25,0.115,-54.6,-0.12,-0.04
199,À±¿©¿î,18NC,-0.13,44,79,73,8,14,6,0,1,23,8,0,0,5,0,0,21,1,1,0,0.192,0.244,0.315,0.559,0.245,32,-0.13,-0.25
200,¿À¿µ¼ö,18N,-0.13,10,12,11,0,2,0,0,0,2,0,0,1,1,0,0,4,0,0,0,0.182,0.25,0.182,0.432,0.214,12.7,-0.13,-0.34
201,È²°æÅÂ,18µÎ3B,-0.13,27,13,13,9,3,2,0,0,5,0,0,1,0,0,0,3,0,0,0,0.231,0.231,0.385,0.615,0.262,44.5,-0.13,-0.23
202,¹ÚÂùµµ,18»ïRF,-0.14,54,82,73,13,17,4,1,0,23,5,3,3,8,0,0,28,0,1,0,0.233,0.309,0.315,0.624,0.285,59.2,-0.14,0.09
203,³²ÅÂÇõ,18K,-0.14,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.182,0.182,0.182,0.364,0.167,-21.8,-0.14,-0.15
204,±èÈ£Àç,18»ïSS,-0.14,10,7,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.167,0.167,0.167,0.333,0.131,-42.7,-0.14,-0.09
205,ÀÌÇØÃ¢,18KC,-0.15,83,174,162,19,35,4,0,8,63,24,0,3,8,3,0,49,3,1,0,0.216,0.266,0.389,0.655,0.282,54.5,-0.15,-0.69
206,¾ÈÁÖÇü,18»ï2B,-0.15,15,8,8,2,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.23,23.7,-0.15,-0.16
207,¿ÀÀ±¼®,18·Ô3B,-0.15,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.167,0.231,0.167,0.397,0.197,-0.8,-0.15,-0.25
208,¿¹Áø¿ø,18³ØCF,-0.16,5,7,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,0.131,-43.5,-0.16,-0.15
209,±èÀÎÈ¯,18ÇÑ,-0.16,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-130.7,-0.16,-0.02
210,¼Õ½ÃÇå,18NSS,-0.16,67,150,128,12,24,4,0,2,34,14,2,0,15,5,0,20,3,1,1,0.188,0.295,0.266,0.561,0.266,45.2,-0.16,-0.22
211,±èµ¿¿í,18KRF,-0.16,11,12,11,2,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0.091,0.167,0.091,0.258,0.137,-41,-0.16,-0.16
212,ÀÌÈï·Ã,18µÎC,-0.16,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.16,-0.07
213,ÀÌµ¿ÈÆ,18ÇÑLF,-0.17,28,50,46,6,11,1,0,1,15,2,0,1,3,1,0,8,1,0,0,0.239,0.3,0.326,0.626,0.286,57.6,-0.17,-0.33
214,¹Ú´ë¿Â,18NC,-0.17,27,30,25,3,4,0,0,0,4,1,0,0,4,0,0,9,0,1,0,0.16,0.276,0.16,0.436,0.219,15.4,-0.17,-0.35
215,¹ÚÁ¤±Ç,18S1B,-0.18,14,31,29,4,5,0,0,2,11,6,0,0,2,0,0,9,0,0,0,0.172,0.226,0.379,0.605,0.256,33.8,-0.18,-0.11
216,ÀÌ¼º¿ì,18SC,-0.18,88,134,120,10,29,5,0,0,34,5,1,0,8,1,0,16,4,4,1,0.242,0.292,0.283,0.576,0.26,41.7,-0.18,-1.03
217,±ÇÁ¤¿õ,18»ïC,-0.19,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.19,-0.09
218,¿ÀÁ¤º¹,18K,-0.19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.7,-0.19,-0.26
219,ÀåÁøÇõ,18ÇÑLF,-0.2,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,0.214,0.313,0.357,0.67,0.304,69.2,-0.2,0.03
220,½Å¹ü¼ö,18KC,-0.2,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,0.16,0.154,0.32,0.474,0.19,-5.9,-0.2,-0.18
221,ÇÑµ¿Èñ,18·Ô3B,-0.2,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,0.232,0.279,0.36,0.639,0.282,55.3,-0.2,-1.63
222,ÀÌÀçÀ²,18NLF,-0.21,33,45,41,8,7,1,1,0,10,1,3,1,2,2,0,10,0,0,0,0.171,0.244,0.244,0.488,0.23,26.6,-0.21,0.06
223,½Å¼ºÇö,18µÎ1B,-0.21,16,27,24,5,4,0,0,1,7,2,0,0,2,0,0,9,1,0,1,0.167,0.222,0.292,0.514,0.225,22.4,-0.21,-0.28
224,È«¼º°©,18³ØLF,-0.22,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,-130.7,-0.22,-0.35
225,À±º´È£,18NCF,-0.22,14,37,33,3,6,1,0,0,7,0,1,0,2,1,0,10,0,1,0,0.182,0.25,0.212,0.462,0.217,14.5,-0.22,-0.21
226,¹ÚÁ¤À½,18³ØRF,-0.22,16,17,16,1,1,0,0,1,4,1,0,0,0,1,0,4,0,0,0,0.063,0.118,0.25,0.368,0.153,-25.2,-0.22,-0.62
227,¼­µ¿¿í,18K1B,-0.23,32,56,49,3,10,3,0,0,13,2,0,0,5,1,0,15,1,0,1,0.204,0.286,0.265,0.551,0.26,42,-0.23,-0.44
228,Àü¹Î¼ö,18KLF,-0.26,21,35,29,0,5,3,0,0,8,4,0,0,5,0,0,11,0,1,0,0.172,0.294,0.276,0.57,0.263,40.6,-0.26,-0.32
229,¹ÚÇåµµ,18·ÔDH,-0.26,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0,0,0.115,0.258,0.154,0.412,0.217,11.9,-0.26,-0.29
230,±èÁö¼ö,18³Ø2B,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,0.147,0.256,0.147,0.404,0.211,9.2,-0.26,-0.32
231,À±ÇüÁØ,18L1B,-0.28,11,23,23,0,5,1,0,0,6,3,0,0,0,0,0,9,0,0,0,0.217,0.217,0.261,0.478,0.214,10.7,-0.28,-0.04
232,°­ÇÑ¿ï,18»ï2B,-0.28,83,209,193,20,50,5,2,0,59,8,3,4,12,1,0,34,1,3,0,0.259,0.306,0.306,0.612,0.279,55,-0.28,-1.19
233,¹è¿µ¼·,18»ïLF,-0.28,69,168,147,15,36,6,0,0,42,13,1,0,16,3,2,35,2,2,0,0.245,0.331,0.286,0.617,0.286,59.7,-0.28,-0.35
234,ÁÖÈ¿»ó,18³ØC,-0.29,80,126,110,9,24,3,0,1,30,12,1,2,10,2,0,36,2,4,0,0.218,0.295,0.273,0.568,0.26,41.6,-0.29,0.17
235,Á¶È«¼®,18·ÔCF,-0.29,39,71,62,14,14,1,0,0,15,1,0,2,6,2,0,13,2,1,0,0.226,0.314,0.242,0.556,0.268,46.8,-0.29,0.05
236,±èÁø°ï,18KRF,-0.29,19,23,21,4,3,1,0,0,4,0,0,2,2,0,0,3,0,0,0,0.143,0.217,0.19,0.408,0.197,-2,-0.29,-0.19
237,ÀÌÃ¢Áø,18KKLF,-0.3,20,30,29,5,5,1,0,0,6,0,0,1,0,1,0,3,2,0,0,0.172,0.2,0.207,0.407,0.189,-6.6,-0.3,-0.37
238,°íÁ¾¿í,18³ØLF,-0.3,102,351,330,47,92,22,0,6,132,54,17,4,15,1,1,96,2,1,4,0.279,0.309,0.4,0.709,0.309,74.1,-0.3,1.03
239,Á¶µ¿Âù,18»ï1B,-0.3,28,59,54,5,12,1,0,1,16,2,0,0,4,0,0,14,2,1,0,0.222,0.276,0.296,0.572,0.258,40.1,-0.3,-0.57
240,À±ÁøÈ£,18L2B,-0.31,102,61,53,13,11,3,0,0,14,4,0,1,2,2,0,14,2,4,0,0.208,0.263,0.264,0.527,0.23,22,-0.31,-0.81
241,±èÀçÇö,18³ØC,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,0.228,0.293,0.307,0.6,0.265,45.5,-0.32,-0.7
242,¿À¼±Áø,18ÇÑ3B,-0.32,56,148,133,14,30,4,0,1,37,9,3,0,7,5,0,33,2,3,0,0.226,0.29,0.278,0.568,0.261,42,-0.32,-0.69
243,ÀÓÈÆ,18LLF,-0.32,54,88,83,10,19,3,0,2,28,7,0,0,3,0,0,15,3,2,0,0.229,0.256,0.337,0.593,0.256,41.5,-0.32,-0.44
244,Á¤°æ¿î,18ÇÑ2B,-0.32,22,16,15,1,1,0,0,0,1,2,0,0,0,0,0,7,1,0,1,0.067,0.063,0.067,0.129,0.057,-92.5,-0.32,-0.42
245,³ª¿øÅ¹,18·ÔC,-0.33,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,10,0,0,0,0.125,0.125,0.125,0.25,0.115,-55.1,-0.33,-0.15
246,Á¤º´°ï,18»ïSS,-0.33,6,16,15,1,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,0.067,0.063,0.067,0.129,0.057,-92.2,-0.33,-0.28
247,ÀÌ¿µ¿í,18KCF,-0.34,14,16,16,0,2,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0.125,0.125,0.125,0.25,0.115,-54.7,-0.34,-0.2
248,Á¶¿ëÈ£,18SLF,-0.34,16,14,13,4,1,0,0,0,1,0,0,1,0,0,0,5,0,1,0,0.077,0.077,0.077,0.154,0.066,-87.9,-0.34,-0.2
249,ÇÏÁØÈ£,18KLF,-0.35,15,26,22,2,3,1,0,1,7,2,0,0,0,0,0,14,0,4,0,0.136,0.136,0.318,0.455,0.155,-29.8,-0.35,-0.2
250,¹ÚÁö±Ô,18L2B,-0.37,26,53,47,6,8,2,0,1,13,5,2,0,3,0,0,17,2,2,1,0.17,0.216,0.277,0.492,0.21,11,-0.37,-0.38
251,±è»çÈÆ,18·ÔC,-0.38,56,79,74,7,17,3,0,0,20,6,0,0,1,1,0,22,0,3,0,0.23,0.25,0.27,0.52,0.229,20.3,-0.38,-0.69
252,°­Áø¼º,18NLF,-0.38,45,75,68,5,16,3,0,0,19,1,0,0,4,0,0,17,3,2,1,0.235,0.274,0.279,0.553,0.248,35.2,-0.38,-1
253,ÃÖÁøÇà,18ÇÑLF,-0.39,57,154,136,14,29,3,0,7,53,13,0,1,15,3,0,53,5,0,0,0.213,0.305,0.39,0.695,0.307,69.2,-0.39,-0.26
254,¼Û¹Î¼·,18KLF,-0.41,47,29,27,7,4,0,0,0,4,0,2,1,1,0,0,8,1,1,0,0.148,0.179,0.148,0.327,0.152,-31.6,-0.41,-0.38
255,¹Ú¼ºÇÑ,18SSS,-0.42,42,59,52,3,7,1,0,0,8,2,0,0,7,0,0,16,0,0,0,0.135,0.237,0.154,0.391,0.201,2.6,-0.42,-0.37
256,¹Ý½½¶óÀÌÅ©,18µÎRF,-0.43,12,44,39,1,5,1,0,1,9,4,0,0,4,0,0,6,2,0,1,0.128,0.205,0.231,0.435,0.199,4.5,-0.43,-0.2
257,±èÇüÁØ,18NC,-0.45,60,89,81,6,13,1,0,0,14,2,0,0,7,1,0,32,3,0,0,0.16,0.236,0.173,0.409,0.204,5.5,-0.45,-0.99
258,ÀÌ¿ì¼º,18µÎNLF,-0.48,71,199,177,24,40,9,0,4,61,24,1,2,16,4,0,57,6,1,1,0.226,0.303,0.345,0.648,0.292,63.7,-0.48,-0.46
259,±è¹ÎÇÏ,18ÇÑLF,-0.49,59,108,97,13,21,4,0,3,34,17,5,5,5,3,0,30,6,2,1,0.216,0.274,0.351,0.624,0.271,46.9,-0.49,-1.25
260,±èÅÂ¿Ï,18³ØDH,-0.5,29,74,66,5,13,2,0,1,18,5,0,0,5,2,1,25,4,0,1,0.197,0.27,0.273,0.543,0.246,32.6,-0.5,-0.95
261,Á¤Áø±â,18SCF,-0.54,96,212,201,33,49,8,1,3,68,17,11,3,6,2,0,45,2,3,0,0.244,0.273,0.338,0.611,0.269,46.6,-0.54,0.26
262,±èµ¿ÇÑ,18·Ô3B,-0.57,55,96,83,11,16,1,0,2,23,9,3,1,9,0,0,18,1,2,2,0.193,0.266,0.277,0.543,0.244,30.1,-0.57,-0.61
263,¿ÀÁØÇõ,18KKLF,-0.59,30,50,44,6,6,0,0,0,6,2,1,1,3,1,0,11,1,1,1,0.136,0.204,0.136,0.34,0.169,-19.3,-0.59,-0.63
264,Áö¼®ÈÆ,18NSS,-0.64,67,105,94,9,17,2,0,1,22,8,1,0,8,0,0,20,2,0,3,0.181,0.238,0.234,0.472,0.219,15.1,-0.64,-0.1
265,Á¤¹ü¸ð,18NC,-0.65,103,219,190,20,34,9,0,4,55,18,1,0,15,4,0,62,4,7,3,0.179,0.25,0.289,0.54,0.237,26.1,-0.65,-1.49
266,¼ÕÁÖÀÎ,18»ï2B,-0.7,98,297,265,26,63,10,0,4,85,28,3,0,11,7,0,40,11,10,4,0.238,0.282,0.321,0.603,0.263,43.4,-0.7,-1.49
267,È²À±È£,18KSS,-0.7,82,62,57,11,9,1,0,0,10,4,2,2,0,3,0,6,2,2,0,0.158,0.2,0.175,0.375,0.175,-14.3,-0.7,0.02
268,¾ÈÀÍÈÆ,18LCF,-0.7,62,135,123,13,27,4,0,0,31,10,0,1,8,1,0,12,4,2,1,0.22,0.271,0.252,0.523,0.242,29.6,-0.7,0.09
269,ÀÌÁ¾¿í,18NLF,-0.71,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,1,1,0.23,0.252,0.311,0.563,0.249,35.1,-0.71,-0.21
270,ÆÄ·¹µð½º,18µÎRF,-0.73,21,71,65,7,9,2,1,1,16,4,1,0,4,1,1,17,0,0,1,0.138,0.197,0.246,0.443,0.191,-2.4,-0.73,-0.65
271,ÀÌ»óÈ£,18N2B,-0.73,114,204,187,32,47,2,0,0,49,8,13,5,8,2,0,15,8,7,0,0.251,0.289,0.262,0.551,0.251,37.3,-0.73,-1.23
272,¹Ú±âÇõ,18KSS,-0.8,98,196,173,17,37,6,0,1,46,15,1,0,13,2,0,50,8,5,3,0.214,0.272,0.266,0.538,0.244,28.9,-0.8,-1.86
273,±è¿ëÀÇ,18L1B,-0.85,114,185,159,28,37,2,0,0,39,13,10,1,16,0,1,32,1,7,3,0.233,0.298,0.245,0.543,0.248,33,-0.85,-0.84
274,³ª±Õ¾È,18·ÔC,-1.71,106,203,177,15,22,3,0,2,31,11,0,0,12,5,0,85,2,9,0,0.124,0.201,0.175,0.376,0.175,-15.1,-1.71,-1.85
