0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
98,ÃÖ¼º¿µ,18N,0.44,28,0,0,8,2,2,1,0,64.1,43,42,282,66,14,0,11,25,1,4,57,0,6,5.88,5.59,1.42,88.3,94.1,0.44,-0.31
99,ÀÌÇü¹ü,18N,0.43,23,0,0,4,1,1,0,0,54,36,31,238,62,11,0,5,24,2,1,22,0,3,5.17,5.5,1.59,100.5,95.5,0.43,-0.42
100,ÀÓ±â¿µ,18K,0.42,29,0,0,19,8,9,0,2,105,79,73,491,145,24,0,20,34,2,12,68,0,2,6.26,6.27,1.71,82,82.2,0.42,-1.61
101,¹èÀçÁØ,18L,0.41,16,0,0,5,1,0,0,0,38.2,24,19,174,34,11,1,3,20,0,1,41,0,3,4.42,4.35,1.4,114.1,115.9,0.41,-0.48
102,ÀÓÂù±Ô,18L,0.41,29,0,0,27,11,11,1,0,146.2,104,94,680,195,32,1,23,47,1,13,125,0,6,5.77,5.37,1.65,87.5,92.6,0.41,-2.78
103,À±¼ººó,18·Ô,0.39,18,0,0,10,2,5,0,0,50.2,36,36,235,51,12,0,5,36,0,3,65,0,5,6.39,4.86,1.72,81.6,107.7,0.39,-0.98
104,±è¹ü¼ö,18ÇÑ,0.37,55,0,0,3,4,4,0,7,48.1,33,31,223,52,8,0,7,29,0,1,54,0,8,5.77,5.34,1.68,91.8,100.3,0.37,-0.17
105,±èÁö¿ë,18L,0.36,48,0,0,0,5,6,1,13,47,30,28,198,52,9,1,10,9,1,2,42,0,1,5.36,5.45,1.3,94.1,90.3,0.36,-1.45
106,¼Û½ÂÁØ,18·Ô,0.36,22,0,0,15,3,4,0,0,79,58,54,361,93,23,2,8,35,0,4,68,0,5,6.15,4.91,1.62,84.8,106.4,0.36,-2.06
107,À±¿µ»ï,18³Ø,0.36,22,0,0,0,1,0,2,0,29.2,18,16,127,31,7,0,2,8,1,1,32,0,1,4.85,3.36,1.32,106.2,152.4,0.36,0.21
108,ÀÌÇö½Â,18µÎ,0.35,39,0,0,0,1,0,0,6,30.2,18,17,140,39,9,2,4,14,1,1,21,0,0,4.99,5.53,1.73,101.3,91,0.35,0.02
109,±èÁ¤ÈÄ,18µÎ,0.35,13,0,0,0,0,1,0,0,17.1,8,7,75,12,3,0,3,12,0,1,12,0,0,3.63,6.95,1.39,139.1,72.3,0.35,-0.44
110,±èÅÂÈÆ,18³Ø,0.35,33,0,0,3,2,2,2,1,47.2,33,32,218,61,12,1,10,18,0,4,36,0,2,6.04,6.43,1.66,85.3,79,0.35,-1.21
111,±è¹Î,18K,0.35,9,0,0,9,4,2,0,0,37.1,26,21,178,40,10,0,4,25,0,6,25,0,5,5.06,6.38,1.74,104.7,81.4,0.35,-0.63
112,¹è¹Î°ü,18L,0.34,8,0,0,0,0,0,0,0,11,2,2,51,9,3,0,0,4,0,2,11,0,3,1.64,3.47,1.18,308.3,148.9,0.34,0.02
113,±è»çÀ²,18K,0.34,29,0,0,3,1,2,0,0,45.1,32,29,204,56,14,1,12,10,1,2,35,0,4,5.76,6.46,1.46,92,80.3,0.34,-0.87
114,¿©°Ç¿í,18L,0.3,18,0,0,1,0,0,0,0,22.2,13,12,103,27,9,0,1,8,1,4,15,0,3,4.76,4.54,1.54,105.9,112.5,0.3,-0.15
115,Á¶»ó¿ì,18³Ø,0.28,18,0,0,0,1,2,9,0,19,11,8,78,16,4,1,1,6,0,2,23,0,0,3.79,3.36,1.16,136,152.7,0.28,-0.8
116,ÀÌÇöÈ£,18µÎ,0.27,15,0,0,2,0,0,1,0,28,19,19,134,37,6,0,4,13,0,1,23,0,1,6.11,5.55,1.79,82.8,90.4,0.27,-0.15
117,¹ÚÁ¤¹è,18S,0.27,49,0,0,0,1,3,9,2,44.2,30,29,197,51,15,0,9,12,2,2,44,0,1,5.84,5.29,1.41,90,101.1,0.27,-2.4
118,È«»ó»ï,18µÎ,0.25,17,0,0,0,1,0,0,0,14.2,7,7,66,13,3,1,1,12,1,2,13,0,5,4.3,5.61,1.71,117.7,90.8,0.25,-0.14
119,±è¿µÁØ,18L,0.25,14,0,0,2,2,1,0,0,20.2,12,10,100,19,0,0,3,15,0,3,16,0,3,4.35,6.79,1.65,115.8,74,0.25,-0.21
120,±ÇÇõ,18ÇÑ,0.23,16,0,0,0,1,1,0,3,11,6,6,44,9,1,0,2,4,0,0,11,0,1,4.91,5.29,1.18,107.9,101.5,0.23,-0.19
121,ÀÌ»ó¹Î,18³Ø,0.22,4,0,0,0,0,0,0,0,4.2,0,0,16,3,1,0,0,1,0,0,2,0,0,0,3.62,0.86,,143.6,0.22,0.09
122,¼­±Õ,18ÇÑ,0.21,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0,3,5.79,6.94,1.47,91.6,76.8,0.21,0
123,ÀüÀ¯¼ö,18S,0.2,16,0,0,0,0,1,0,0,18,11,11,81,21,5,0,3,8,0,2,15,0,0,5.5,6,1.61,95.6,88.1,0.2,-0.47
124,À±±ÔÁø,18ÇÑ,0.18,18,0,0,17,2,6,0,0,84,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,5.36,1.54,89.9,100,0.18,-1.53
125,¼ÛÃ¢½Ä,18ÇÑ,0.18,12,0,0,0,1,0,0,1,12.2,7,7,58,15,4,0,2,4,0,1,8,0,3,4.97,5.81,1.5,106.5,91.8,0.18,0
126,Àå¿ø»ï,18»ï,0.18,8,0,0,8,3,1,0,0,38,27,26,173,47,13,1,4,13,0,1,27,0,1,6.16,4.89,1.58,86.1,107.2,0.18,-0.43
127,°íÃ¢¼º,18K,0.18,42,0,0,0,2,0,0,5,37.2,29,28,183,57,7,0,7,11,1,5,23,0,1,6.69,6.22,1.81,79.2,83.3,0.18,-0.93
128,¾ö»ó¹é,18K,0.17,55,0,0,0,1,8,2,12,46.1,33,28,211,51,9,1,4,17,5,8,44,0,3,5.44,4.35,1.47,97.4,119.7,0.17,-1.17
129,±èÁ¾¼ö,18ÇÑ,0.17,3,0,0,0,0,0,0,0,5,1,1,18,3,0,0,1,0,0,0,1,0,0,1.8,6.03,0.6,294.4,88.3,0.17,-0.02
130,ÀÓÁØ¼·,18ÇÑ,0.16,10,0,0,0,1,0,0,0,8.1,4,4,34,8,2,0,1,6,0,1,6,0,0,4.32,6.47,1.68,122.7,82.2,0.16,0
131,Á¤¼ºÁ¾,18·Ô,0.16,10,0,0,0,0,1,0,0,19,13,13,85,19,3,0,2,8,0,1,12,0,2,6.16,5.36,1.42,84.7,97.4,0.16,-0.47
132,ÀÌ¹ÎÈ£,18N,0.16,50,0,0,0,5,4,14,0,50,34,26,224,52,9,0,8,19,1,3,42,1,2,4.68,5.49,1.42,110.9,95.8,0.16,-1.93
133,¹è¿ì¿­,18K,0.15,5,0,0,0,0,0,0,0,5.2,2,1,28,7,1,0,0,3,0,0,9,0,0,1.59,2.25,1.77,333.6,234.8,0.15,0
134,Á¤¼ö¹Î,18N,0.14,25,0,0,7,2,5,0,1,58,43,39,278,69,8,2,10,33,0,3,38,0,7,6.05,6.63,1.76,85.8,79.5,0.14,-1.15
135,¹ÚÁØÇ¥,18K,0.14,1,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,0,2,0,0,0,4.83,1,,106.8,0.14,0.1
136,¹èÀåÈ£,18·Ô,0.14,25,0,0,0,1,1,0,0,24.1,18,16,112,29,9,1,3,10,2,2,13,0,0,5.92,5.6,1.6,88.1,93.1,0.14,-1.04
137,¿ÀÁÖ¿ø,18³Ø,0.14,61,0,0,0,3,6,1,15,52.1,37,36,226,61,11,0,8,13,3,1,36,0,1,6.19,5.08,1.41,83.2,100.3,0.14,-1.21
138,³²À±¼º,18S,0.14,6,0,0,0,0,1,0,0,8.2,5,5,40,12,1,0,1,4,0,0,3,0,0,5.19,6.03,1.85,101.3,87.1,0.14,-0.29
139,¼­Áø¿ë,18S,0.12,48,0,0,0,3,2,1,12,50,36,34,225,52,8,2,14,23,3,2,58,0,4,6.12,6.47,1.5,85.9,82.9,0.12,-0.01
140,Á¤µ¿À±,18S,0.12,2,0,0,0,0,0,0,0,2.2,1,1,11,3,0,0,1,1,0,0,3,0,0,3.38,7.58,1.5,155.8,70.9,0.12,-0.09
141,¹èÁ¦¼º,18K,0.11,3,0,0,0,0,0,0,0,4,1,0,17,3,2,0,0,1,0,0,2,0,0,0,3.58,1,,145.5,0.11,0
142,±èÀç±Õ,18N,0.11,4,0,0,1,0,0,0,0,5.2,3,2,29,3,0,1,0,9,0,0,4,0,0,3.18,7.19,2.12,163.4,73.2,0.11,-0.18
